country_code,year,pathogen_drug,resistance_pct,ddd_J01A,ddd_J01B,ddd_J01C,ddd_J01D,ddd_J01E,ddd_J01F,ddd_J01G,ddd_J01M,ddd_J01R,ddd_J01X,ddd_total,hdd,cdd,pop_density
IT,2015,E.coli-3rd_gen_cephalosporins,30.07868383,0.5760000000000001,0.059,11.005,2.69,0.0,4.803,0.286,3.804,0.0,0.856,24.079,,,205.8
IT,2016,E.coli-3rd_gen_cephalosporins,29.77433479,0.591,0.054,10.921,2.559,0.4140000000000001,4.518,0.487,3.627,0.0,0.851,24.022,1868.47,183.68,205.4
IT,2017,E.coli-3rd_gen_cephalosporins,29.48989684,0.51,0.052,9.36,2.331,0.781,3.936,0.069,3.073,0.0,0.799,20.910999999999998,1991.03,284.26,203.3
IT,2018,E.coli-3rd_gen_cephalosporins,28.69624069,0.55,0.053,9.477,2.501,0.851,4.051,0.068,3.013,0.0,0.845,21.409,1848.86,220.66,202.9
IT,2019,E.coli-3rd_gen_cephalosporins,30.8653376,0.593,0.056,9.81,2.729,1.018,4.261,0.058,2.245,0.0,0.922,21.692000000000004,1931.26,276.73,201.5
IT,2020,E.coli-3rd_gen_cephalosporins,26.41066666,0.624,0.042,7.836,2.132,1.05,3.879,0.057,1.874,0.0,0.927,18.421,1863.17,223.82,200.6
IT,2021,E.coli-3rd_gen_cephalosporins,24.37776864,0.685,0.026,7.571,2.006,1.033,3.416,0.054,1.771,0.0,0.97,17.532,2024.69,273.46,199.6
IT,2022,E.coli-3rd_gen_cephalosporins,24.24384159,0.673,0.021,9.51,2.6,1.077,4.917,0.049,1.974,0.0,1.035,21.855999999999998,1821.07,358.04,198.1
IT,2023,E.coli-3rd_gen_cephalosporins,26.67647161,0.7000000000000002,0.015,10.831,2.955,1.214,4.338,0.051,1.932,0.0,1.046,23.081999999999997,1758.88,287.11,198.1
IT,2024,E.coli-3rd_gen_cephalosporins,27.73332489,0.713,0.012,10.495,2.8,1.23,4.277,0.047,1.783,0.0,1.004,22.361,1678.29,365.17,198.0
LI,2022,E.coli-3rd_gen_cephalosporins,,,,,,,,,,,,,,,250.0
LI,2023,E.coli-3rd_gen_cephalosporins,,,,,,,,,,,,,,,252.2
LI,2024,E.coli-3rd_gen_cephalosporins,,,,,,,,,,,,,,,256.0
LT,2006,E.coli-3rd_gen_cephalosporins,4.67836257,1.721,0.049,14.505,0.87,0.011,1.107,1.551,0.834,0.0,1.444,22.092,,,52.2
LT,2007,E.coli-3rd_gen_cephalosporins,6.80851063,2.47,0.001,9.512,1.805,0.011,1.922,0.36,1.457,0.0,2.188,19.726,,,51.6
LT,2008,E.coli-3rd_gen_cephalosporins,5.59210526,2.366,0.0,8.921,3.203,0.009,2.044,0.382,1.553,0.0,2.521,20.999,,,51.0
LT,2009,E.coli-3rd_gen_cephalosporins,7.84982935,2.002,0.0,6.805,1.263,0.006,1.927,0.243,1.222,0.0,2.733,16.201,,,50.5
LT,2010,E.coli-3rd_gen_cephalosporins,8.7087087,1.681,0.0,6.377,1.089,0.009,1.667,0.15,1.085,0.0,1.984,14.041999999999998,,,49.4
LT,2011,E.coli-3rd_gen_cephalosporins,7.01298701,1.646,0.0,6.914,1.321,0.008,1.91,0.147,1.191,0.0,1.972,15.109,,,48.3
LT,2012,E.coli-3rd_gen_cephalosporins,4.76190476,1.599,0.0,6.823,1.489,0.009,1.943,0.193,1.37,0.0,1.499,14.925000000000002,,,47.7
LT,2013,E.coli-3rd_gen_cephalosporins,7.60368663,1.612,0.0,7.91,1.835,0.009,2.45,0.139,1.128,0.0,1.56,16.643,,,47.2
LT,2014,E.coli-3rd_gen_cephalosporins,8.08080808,1.444,0.0,6.718,1.723,0.011,1.966,0.102,1.084,0.0,1.625,14.673000000000002,,,46.8
LT,2015,E.coli-3rd_gen_cephalosporins,16.00688468,1.389,0.0,7.166,1.885,0.011,1.981,0.106,1.191,0.0,1.633,15.361999999999998,,,46.4
LT,2016,E.coli-3rd_gen_cephalosporins,14.71698113,1.511,0.0,7.204,1.973,0.01,2.039,0.085,1.155,0.0,1.679,15.655999999999999,3833.02,7.59,45.8
LT,2017,E.coli-3rd_gen_cephalosporins,16.78403755,1.454,0.0,7.4,2.071,0.671,2.152,0.075,1.108,0.0,1.423,16.354,3764.21,4.59,45.2
LT,2018,E.coli-3rd_gen_cephalosporins,15.32912533,1.39,0.0,7.182,2.106,0.706,2.184,0.065,1.065,0.0,1.434,16.132,3692.16,24.68,44.7
LT,2019,E.coli-3rd_gen_cephalosporins,13.86925795,1.474,0.0,6.949,2.178,0.834,2.187,0.065,1.018,0.0,1.594,16.299,3394.26,11.47,44.6
LT,2020,E.coli-3rd_gen_cephalosporins,15.93695271,1.539,0.0,5.536,1.992,0.662,1.776,0.049,0.925,0.0,1.719,14.198,3310.44,1.14,44.6
LT,2021,E.coli-3rd_gen_cephalosporins,13.61665221,1.4,0.0,6.129,1.93,0.778,1.55,0.049,0.779,0.0,1.473,14.088000000000001,4022.5,48.74,44.6
LT,2022,E.coli-3rd_gen_cephalosporins,15.43162719,1.622,0.0,8.51,2.391,0.958,2.341,0.06,0.858,0.0,1.756,18.496000000000002,3778.37,18.95,45.2
LT,2023,E.coli-3rd_gen_cephalosporins,16.95945945,1.864,0.0,7.377,2.772,1.078,2.925,0.058,0.945,0.0,1.702,18.720999999999997,3467.03,16.43,45.8
LT,2024,E.coli-3rd_gen_cephalosporins,15.82278481,1.849,0.0,8.532,2.179,0.336,4.064,0.052,0.868,0.0,1.609,19.489000000000004,3232.22,10.13,46.1
LU,2001,E.coli-3rd_gen_cephalosporins,0.53475935,2.762,0.001,7.779,5.823,0.531,5.044,0.092,2.815,0.097,1.365,26.309,,,170.7
LU,2002,E.coli-3rd_gen_cephalosporins,0.52083333,2.633,0.001,8.312,5.819,0.491,4.565,0.101,2.695,0.027,1.564,26.208000000000002,,,172.5
LU,2003,E.coli-3rd_gen_cephalosporins,0.88105726,2.429,0.001,9.154,6.123,0.463,4.535,0.094,3.022,0.002,1.243,27.066,,,174.6
LU,2004,E.coli-3rd_gen_cephalosporins,0.46296296,2.303,0.001,7.902,5.44,0.41,2.908,0.086,2.719,0.002,1.59,23.360999999999997,,,177.1
LU,2005,E.coli-3rd_gen_cephalosporins,3.19148936,2.237,0.001,8.51,5.799,0.396,3.211,0.097,2.92,0.001,1.42,24.592,,,179.9
LU,2006,E.coli-3rd_gen_cephalosporins,1.79640718,2.019,0.001,8.365,4.952,0.366,3.53,0.09,2.829,0.0,1.051,23.203,,,182.8
LU,2007,E.coli-3rd_gen_cephalosporins,4.04411764,2.115,0.001,9.15,5.186,0.377,3.954,0.091,3.067,0.0,1.175,25.116000000000003,,,185.6
LU,2008,E.coli-3rd_gen_cephalosporins,6.29139072,2.175,0.001,9.191,4.924,0.384,3.962,0.084,3.025,0.0,1.217,24.963,,,189.0
LU,2009,E.coli-3rd_gen_cephalosporins,8.30564784,2.093,0.001,9.685,5.002,0.4,4.044,0.072,3.074,0.0,1.325,25.696,,,192.5
LU,2010,E.coli-3rd_gen_cephalosporins,9.32203389,1.977,0.001,9.631,4.694,0.38,3.887,0.072,3.114,0.0,1.337,25.093,,,196.0
LU,2011,E.coli-3rd_gen_cephalosporins,8.21529745,1.996,0.001,9.634,4.442,0.369,4.056,0.063,3.094,0.0,1.522,25.177,,,200.4
LU,2012,E.coli-3rd_gen_cephalosporins,11.3772455,1.887,0.002,9.802,4.256,0.354,4.175,0.071,3.009,0.0,1.426,24.981999999999996,,,205.3
LU,2013,E.coli-3rd_gen_cephalosporins,10.63122923,1.863,0.002,9.815,4.41,0.393,4.107,0.058,2.878,0.0,1.437,24.963,,,210.1
LU,2014,E.coli-3rd_gen_cephalosporins,11.95652173,1.734,0.001,9.19,3.925,0.335,3.813,0.079,2.778,0.0,1.391,23.245999999999995,,,215.1
LU,2015,E.coli-3rd_gen_cephalosporins,12.68011527,1.699,0.002,9.565,3.99,0.304,3.791,0.057,2.678,0.0,1.377,23.462999999999997,,,220.3
LU,2016,E.coli-3rd_gen_cephalosporins,13.63636363,1.786,0.001,8.931000000000001,3.911,0.297,3.993,0.057,2.618,0.0,1.349,22.943,3050.44,11.09,225.1
LU,2017,E.coli-3rd_gen_cephalosporins,9.69976905,1.102,0.054,7.369,2.863,0.596,5.648,0.061,2.961,0.0,1.902,22.556,3010.9,11.11,230.6
LU,2018,E.coli-3rd_gen_cephalosporins,12.5,2.086,0.004,9.015,3.288,0.307,3.577,0.046,2.211,0.0,1.552,22.086,2818.52,31.41,235.1
LU,2019,E.coli-3rd_gen_cephalosporins,12.60162601,2.055,0.005,8.806000000000001,3.187,0.333,3.421,0.044,1.716,0.0,1.572,21.139,2959.01,34.97,239.8
LU,2020,E.coli-3rd_gen_cephalosporins,11.44859813,1.606,0.004,6.477,2.156,0.347,2.603,0.022,1.387,0.0,1.51,16.112000000000002,2761.9,39.88,239.8
LU,2021,E.coli-3rd_gen_cephalosporins,11.29943502,1.589,0.004,6.456,2.01,0.3500000000000001,2.504,0.023,1.379,0.0,1.58,15.895000000000001,3178.78,1.45,243.8
LU,2022,E.coli-3rd_gen_cephalosporins,10.44776119,1.447,0.001,8.372,2.382,0.366,3.362,0.031,1.477,0.0,1.617,19.055000000000003,2775.63,16.53,252.6
LU,2023,E.coli-3rd_gen_cephalosporins,11.71366594,1.671,0.001,9.181,2.379,0.419,3.609,0.042,1.462,0.0,1.468,20.232,2746.25,2.55,257.7
LU,2024,E.coli-3rd_gen_cephalosporins,12.97709923,1.696,0.001,9.535,2.371,0.442,4.385,0.031,1.465,0.0,1.644,21.57,2778.44,9.48,261.8
LV,2006,E.coli-3rd_gen_cephalosporins,6.4516129,2.751,0.0,4.743,1.709,0.002,1.133,0.419,1.375,0.0,0.659,12.791,,,35.6
LV,2007,E.coli-3rd_gen_cephalosporins,14.47368421,2.945,0.0,5.037,1.939,0.004,1.446,0.45,1.397,0.0,0.68,13.898,,,35.3
LV,2008,E.coli-3rd_gen_cephalosporins,11.11111111,2.366,0.0,4.203,1.635,0.932,1.088,0.428,1.348,0.0,0.481,12.481,,,35.0
LV,2009,E.coli-3rd_gen_cephalosporins,11.62790697,2.265,0.0,3.948,1.179,1.199,0.999,0.318,1.198,0.0,0.392,11.498,,,34.4
LV,2010,E.coli-3rd_gen_cephalosporins,12.24489795,2.477,0.0,4.209000000000001,1.757,0.003,1.262,0.325,1.244,0.0,0.3500000000000001,11.627,,,33.7
LV,2011,E.coli-3rd_gen_cephalosporins,15.9090909,1.571,0.001,2.405,0.525,0.003,0.836,0.072,0.775,0.0,0.402,6.59,,,33.1
LV,2012,E.coli-3rd_gen_cephalosporins,12.98701298,2.699,0.001,4.564,1.113,0.005,1.679,0.117,1.332,0.0,0.751,12.260999999999997,,,32.7
LV,2013,E.coli-3rd_gen_cephalosporins,13.97058823,2.474,0.001,4.79,1.181,0.006,1.884,0.105,1.371,0.0,0.8,12.612,,,32.4
LV,2014,E.coli-3rd_gen_cephalosporins,10.9090909,2.319,0.001,4.471,1.145,0.009,1.765,0.094,1.351,0.0,0.889,12.043999999999999,,,32.0
LV,2015,E.coli-3rd_gen_cephalosporins,17.91044776,2.288,0.001,4.78,1.186,0.007,1.993,0.091,1.32,0.0,0.935,12.600999999999999,,,31.8
LV,2016,E.coli-3rd_gen_cephalosporins,24.11067193,2.283,0.001,4.686,1.21,0.884,1.944,0.082,1.308,0.0,0.96,13.358,4011.73,5.12,31.0
LV,2017,E.coli-3rd_gen_cephalosporins,21.95121951,2.282,0.001,5.066,1.303,0.897,2.117,0.08,1.272,0.0,0.923,13.941,4009.3,0.86,30.7
LV,2018,E.coli-3rd_gen_cephalosporins,20.40229885,2.223,0.0,5.011,1.223,0.8300000000000002,2.288,0.074,1.227,0.0,0.91,13.786000000000001,3870.56,24.16,30.4
LV,2019,E.coli-3rd_gen_cephalosporins,19.68325791,2.338,0.001,5.068000000000001,1.272,0.842,2.277,0.065,1.07,0.0,0.96,13.893000000000004,3633.98,3.22,30.2
LV,2020,E.coli-3rd_gen_cephalosporins,24.07407407,2.428,0.001,4.0,1.093,0.559,1.83,0.061,0.926,0.0,1.001,11.899,3413.39,1.52,30.2
LV,2021,E.coli-3rd_gen_cephalosporins,18.32061068,2.773,0.001,3.797,0.992,0.455,1.742,0.044,0.814,0.0,1.028,11.646,4151.13,41.45,30.0
LV,2022,E.coli-3rd_gen_cephalosporins,20.04132231,2.745,0.001,5.517,1.228,0.682,2.413,0.044,0.939,0.0,1.322,14.890999999999998,4022.19,13.13,29.7
LV,2023,E.coli-3rd_gen_cephalosporins,25.54112554,2.715,0.001,5.386,1.314,0.617,2.342,0.04,0.886,0.0,1.474,14.775,3765.14,8.49,30.2
LV,2024,E.coli-3rd_gen_cephalosporins,28.86115444,2.613,0.001,5.437,1.373,0.591,3.031,0.042,0.833,0.0,1.488,15.408999999999999,3445.66,3.16,30.0
MT,2001,E.coli-3rd_gen_cephalosporins,0.0,,,,,,,,,,,,,,1245.4
MT,2002,E.coli-3rd_gen_cephalosporins,2.7027027,,,,,,,,,,,,,,1254.7
MT,2003,E.coli-3rd_gen_cephalosporins,2.19780219,,,,,,,,,,,,,,1263.0
MT,2004,E.coli-3rd_gen_cephalosporins,4.39560439,,,,,,,,,,,,,,1271.5
MT,2005,E.coli-3rd_gen_cephalosporins,1.17647058,,,,,,,,,,,,,,1279.6
MT,2006,E.coli-3rd_gen_cephalosporins,4.25531914,,,,,,,,,,,,,,1284.3
MT,2007,E.coli-3rd_gen_cephalosporins,12.82051282,0.958,0.001,6.197,3.275,0.208,3.403,0.055,1.821,0.0,0.288,16.206,,,1288.8
MT,2008,E.coli-3rd_gen_cephalosporins,20.96774193,1.144,0.001,6.403,5.241000000000001,0.214,3.955,0.057,1.925,0.0,0.268,19.208000000000002,,,1295.5
MT,2009,E.coli-3rd_gen_cephalosporins,14.55696202,1.135,0.001,6.407,5.836,0.203,4.117,0.046,1.811,0.0,0.295,19.851000000000003,,,1305.3
MT,2010,E.coli-3rd_gen_cephalosporins,15.625,1.12,0.001,7.009,5.41,0.309,3.436,0.079,2.021,0.12,0.399,19.904000000000003,,,1311.7
MT,2011,E.coli-3rd_gen_cephalosporins,12.78538812,1.108,0.001,7.276,6.023,0.32,3.889,0.097,2.059,0.291,0.544,21.608,,,1317.3
MT,2012,E.coli-3rd_gen_cephalosporins,12.91866028,1.748,0.001,6.388,5.514,0.232,3.91,0.064,2.217,0.291,0.455,20.82,,,1329.2
MT,2013,E.coli-3rd_gen_cephalosporins,8.67768595,1.077,0.001,6.9,5.76,0.222,4.178,0.086,3.166,0.311,0.534,22.235,,,1348.0
MT,2014,E.coli-3rd_gen_cephalosporins,10.82089552,1.333,0.001,7.096,4.808,0.318,4.016,0.107,3.421,0.66,0.648,22.408,,,1375.2
MT,2015,E.coli-3rd_gen_cephalosporins,11.76470588,0.918,0.001,6.637,4.350000000000001,0.342,4.36,0.113,3.119,0.25,1.209,21.299000000000003,,,1408.4
MT,2016,E.coli-3rd_gen_cephalosporins,14.63414634,2.08,0.001,6.99,3.802,0.32,4.233,0.088,2.678,0.273,0.48,20.945,341.35,592.37,1450.2
MT,2017,E.coli-3rd_gen_cephalosporins,15.60509554,1.776,0.001,8.67,3.405,0.454,4.794,0.081,2.486,0.291,0.665,22.622999999999998,569.46,661.06,1495.2
MT,2018,E.coli-3rd_gen_cephalosporins,15.36144578,1.618,0.001,6.949,2.944,0.368,4.63,0.081,2.603,0.282,0.784,20.26,386.91,613.66,1548.3
MT,2019,E.coli-3rd_gen_cephalosporins,17.46987951,1.861,0.001,7.527,3.12,0.448,4.491,0.098,2.124,0.249,0.815,20.734,540.06,744.94,1595.1
MT,2020,E.coli-3rd_gen_cephalosporins,12.27436823,2.234,0.001,6.029,2.251,0.352,2.685,0.055,1.637,0.176,1.129,16.549,418.24,657.53,1610.4
MT,2021,E.coli-3rd_gen_cephalosporins,13.71237458,2.19,0.001,6.198,1.653,0.49,2.547,0.066,1.47,0.183,0.994,15.792000000000002,482.13,778.79,1646.4
MT,2022,E.coli-3rd_gen_cephalosporins,11.34969325,2.453,0.001,9.681,2.954,0.48,5.115,0.049,1.907,0.174,1.189,24.003,557.81,828.76,1696.8
MT,2023,E.coli-3rd_gen_cephalosporins,11.29807692,2.615,0.001,9.201,2.993,0.367,4.776,0.069,1.724,0.028,1.139,22.913,414.17,731.92,1766.0
MT,2024,E.coli-3rd_gen_cephalosporins,24.7464503,2.572,0.001,9.765,2.427,0.345,5.84,0.049,1.682,0.161,1.031,23.873,306.21,791.57,1817.4
NL,2000,E.coli-3rd_gen_cephalosporins,0.10235414,2.492,0.001,3.029,0.151,0.745,1.215,0.028,0.895,0.0,0.774,9.330000000000002,,,470.2
NL,2001,E.coli-3rd_gen_cephalosporins,0.55325034,2.409,0.001,3.026,0.137,0.726,1.307,0.029,0.885,0.0,0.803,9.323,,,473.7
NL,2002,E.coli-3rd_gen_cephalosporins,1.00300902,2.349,0.001,3.099,0.147,0.712,1.347,0.039,0.872,0.0,0.822,9.388,,,476.7
NL,2003,E.coli-3rd_gen_cephalosporins,1.45945945,,,,,,,,,,,,,,480.3
NL,2004,E.coli-3rd_gen_cephalosporins,1.42857142,,,,,,,,,,,,,,481.9
NL,2005,E.coli-3rd_gen_cephalosporins,2.48021108,,,,,,,,,,,,,,483.1
NL,2006,E.coli-3rd_gen_cephalosporins,3.28425821,,,,,,,,,,,,,,483.8
NL,2007,E.coli-3rd_gen_cephalosporins,4.28122545,,,,,,,,,,,,,,485.3
NL,2008,E.coli-3rd_gen_cephalosporins,4.62147887,,,,,,,,,,,,,,487.2
NL,2009,E.coli-3rd_gen_cephalosporins,4.2652027,,,,,,,,,,,,,,489.7
NL,2010,E.coli-3rd_gen_cephalosporins,4.92711968,2.684,0.001,3.538,0.197,0.591,1.523,0.092,0.988,0.002,1.333,10.949000000000002,,,492.2
NL,2011,E.coli-3rd_gen_cephalosporins,5.83793738,2.629,0.001,3.568,0.199,0.5750000000000001,1.566,0.086,0.947,0.0,1.416,10.987,,,494.5
NL,2012,E.coli-3rd_gen_cephalosporins,6.07753512,2.517,0.0,3.584,0.21,0.553,1.573,0.08,0.923,0.0,1.502,10.942,,,496.9
NL,2013,E.coli-3rd_gen_cephalosporins,6.07651912,2.349,0.001,3.499,0.217,0.495,1.451,0.08,0.868,0.0,1.498,10.458,,,498.4
NL,2014,E.coli-3rd_gen_cephalosporins,6.12015721,2.258,0.001,3.399,0.227,0.463,1.415,0.074,0.893,0.0,1.54,10.27,,,500.9
NL,2015,E.coli-3rd_gen_cephalosporins,6.07859768,2.276,0.001,3.456,0.237,0.452,1.452,0.074,0.871,0.0,1.542,10.360999999999999,,,503.1
NL,2016,E.coli-3rd_gen_cephalosporins,6.59310344,2.12,0.0,3.42,0.235,0.45,1.433,0.065,0.841,0.0,1.541,10.105,2676.94,13.97,498.1
NL,2017,E.coli-3rd_gen_cephalosporins,6.36569449,2.006,0.001,3.238,0.244,0.45,1.438,0.056,0.82,0.0,1.528,9.781,2537.97,5.75,501.1
NL,2018,E.coli-3rd_gen_cephalosporins,7.31559854,1.961,0.0,3.17,0.256,0.458,1.502,0.055,0.813,0.0,1.521,9.736,2530.56,30.89,504.0
NL,2019,E.coli-3rd_gen_cephalosporins,7.52054794,1.85,0.0,3.125,0.26,0.482,1.502,0.05,0.742,0.0,1.468,9.479,2515.46,39.82,507.3
NL,2020,E.coli-3rd_gen_cephalosporins,6.64531625,1.561,0.0,2.664,0.257,0.479,1.412,0.044,0.705,0.0,1.413,8.535,2387.24,40.42,507.3
NL,2021,E.coli-3rd_gen_cephalosporins,6.64638783,1.436,0.001,2.651,0.261,0.4780000000000001,1.353,0.044,0.7000000000000002,0.0,1.412,8.336,2723.7,4.38,510.2
NL,2022,E.coli-3rd_gen_cephalosporins,7.74774774,1.563,0.0,3.141,0.259,0.49,1.45,0.041,0.733,0.0,1.399,9.076,2396.93,18.74,517.8
NL,2023,E.coli-3rd_gen_cephalosporins,7.97193877,1.749,0.0,3.339,0.267,0.514,1.522,0.041,0.752,0.0,1.389,9.573,2319.9,10.68,526.0
NL,2024,E.coli-3rd_gen_cephalosporins,9.09698251,1.867,0.0,3.327,0.301,0.525,1.642,0.044,0.741,0.0,1.374,9.821,2275.73,6.73,529.5
NO,2000,E.coli-3rd_gen_cephalosporins,0.32679738,,,,,,,,,,,,,,14.7
NO,2001,E.coli-3rd_gen_cephalosporins,0.31120331,3.108,0.003,6.869,0.523,1.158,1.796,0.054,0.388,0.0,2.512,16.411,,,14.7
NO,2002,E.coli-3rd_gen_cephalosporins,0.17889087,3.119,0.003,6.876,0.552,1.151,1.974,0.059,0.433,0.0,2.559,16.726000000000003,,,14.8
NO,2003,E.coli-3rd_gen_cephalosporins,0.2548853,3.02,0.003,6.927,0.544,1.079,1.912,0.061,0.468,0.0,2.615,16.628999999999998,,,14.9
NO,2004,E.coli-3rd_gen_cephalosporins,0.66061106,2.957,0.002,6.878,0.516,1.089,1.881,0.059,0.511,0.0,2.813,16.706,,,15.1
NO,2005,E.coli-3rd_gen_cephalosporins,0.82831325,3.1,0.002,7.272,0.472,1.054,2.117,0.066,0.556,0.0,3.036,17.675,,,15.2
NO,2006,E.coli-3rd_gen_cephalosporins,1.39860139,2.813,0.001,6.678,0.482,0.862,2.079,0.07,0.533,0.0,2.467,15.985000000000001,,,15.3
NO,2007,E.coli-3rd_gen_cephalosporins,2.15995329,2.912,0.001,6.966,0.485,0.843,2.145,0.068,0.5740000000000001,0.0,2.639,16.633,,,15.5
NO,2008,E.coli-3rd_gen_cephalosporins,2.55697609,2.866,0.002,7.189,0.47,0.834,1.988,0.072,0.609,0.0,2.852,16.881999999999998,,,15.6
NO,2009,E.coli-3rd_gen_cephalosporins,2.27518959,2.764,0.001,6.906,0.444,0.779,1.76,0.068,0.602,0.0,2.982,16.305999999999997,,,15.8
NO,2010,E.coli-3rd_gen_cephalosporins,3.69230769,2.829,0.001,7.045,0.436,0.742,1.863,0.07,0.633,0.0,3.188,16.807,,,16.0
NO,2011,E.coli-3rd_gen_cephalosporins,3.64645263,3.156,0.001,7.133,0.43,0.734,2.078,0.071,0.644,0.0,3.288,17.534999999999997,,,16.2
NO,2012,E.coli-3rd_gen_cephalosporins,4.90228552,3.512,0.001,7.079,0.42,0.719,2.075,0.074,0.637,0.0,3.416,17.933,,,16.5
NO,2013,E.coli-3rd_gen_cephalosporins,5.52486187,3.306,0.001,6.803,0.407,0.714,1.771,0.07,0.608,0.0,3.509,17.189,,,16.7
NO,2014,E.coli-3rd_gen_cephalosporins,5.78778135,3.187,0.001,6.751,0.376,0.735,1.536,0.072,0.5700000000000001,0.0,3.682,16.91,,,16.9
NO,2015,E.coli-3rd_gen_cephalosporins,6.02847621,3.151,0.001,6.758,0.354,0.728,1.378,0.074,0.514,0.0,3.837,16.794999999999998,,,17.1
NO,2016,E.coli-3rd_gen_cephalosporins,5.55709151,2.959,0.001,6.514,0.335,0.717,1.215,0.073,0.463,0.0,3.96,16.237000000000002,5354.12,0.0,16.9
NO,2017,E.coli-3rd_gen_cephalosporins,5.8650241,2.802,0.001,6.3,0.33,0.714,1.074,0.084,0.4,0.0,4.04,15.745000000000001,5495.64,0.0,17.1
NO,2018,E.coli-3rd_gen_cephalosporins,6.75431812,2.695,0.001,6.087,0.324,0.743,0.9530000000000002,0.09,0.361,0.0,4.03,15.283999999999999,5401.77,1.34,17.2
NO,2019,E.coli-3rd_gen_cephalosporins,6.18404907,2.784,0.001,6.324,0.309,0.786,0.933,0.096,0.315,0.0,3.368,14.915999999999999,5487.8,1.06,17.3
NO,2020,E.coli-3rd_gen_cephalosporins,5.79479,2.549,0.001,5.329,0.283,0.763,0.708,0.085,0.272,0.0,3.933,13.922999999999998,5087.63,0.15,17.3
NO,2021,E.coli-3rd_gen_cephalosporins,5.49622297,2.567,0.001,5.408,0.292,0.769,0.624,0.081,0.247,0.0,4.002,13.991,5535.12,0.05,17.4
NO,2022,E.coli-3rd_gen_cephalosporins,5.83043594,2.707,0.001,6.413,0.311,0.791,0.654,0.087,0.245,0.0,4.056,15.265,5285.41,0.32,15.0
NO,2023,E.coli-3rd_gen_cephalosporins,5.62248995,2.718,0.001,6.51,0.303,0.802,0.669,0.09,0.236,0.0,4.165,15.494,5567.91,0.01,15.2
NO,2024,E.coli-3rd_gen_cephalosporins,6.79074446,3.238,0.001,6.332,0.295,0.806,0.728,0.092,0.221,0.0,4.343,16.055999999999997,5119.82,0.06,15.3
PL,2001,E.coli-3rd_gen_cephalosporins,7.07070707,4.403,0.0,8.786,2.762,2.79,2.711,0.3500000000000001,1.166,0.0,0.835,23.803,,,122.3
PL,2002,E.coli-3rd_gen_cephalosporins,6.15384615,4.14,0.0,7.395,2.451,1.328,2.462,0.249,1.21,0.0,0.599,19.834,,,122.3
PL,2003,E.coli-3rd_gen_cephalosporins,4.06504065,,,,,,,,,,,,,,122.2
PL,2004,E.coli-3rd_gen_cephalosporins,5.23560209,2.851,0.0,4.909,2.53,0.588,2.988,0.055,1.005,0.0,1.948,16.874,,,122.1
PL,2005,E.coli-3rd_gen_cephalosporins,4.54545454,,,,,,,,,,,,,,122.1
PL,2006,E.coli-3rd_gen_cephalosporins,4.36893203,,,,,,,,,,,,,,122.0
PL,2007,E.coli-3rd_gen_cephalosporins,2.34375,,,,,,,,,,,,,,121.9
PL,2008,E.coli-3rd_gen_cephalosporins,2.38095238,,,,,,,,,,,,,,121.9
PL,2009,E.coli-3rd_gen_cephalosporins,9.07534246,,,,,,,,,,,,,,124.6
PL,2010,E.coli-3rd_gen_cephalosporins,7.52688172,,,,,,,,,,,,,,124.2
PL,2011,E.coli-3rd_gen_cephalosporins,11.72707889,,,,,,,,,,,,,,124.3
PL,2012,E.coli-3rd_gen_cephalosporins,12.92189006,,,,,,,,,,,,,,124.3
PL,2013,E.coli-3rd_gen_cephalosporins,10.9073359,,,,,,,,,,,,,,124.2
PL,2014,E.coli-3rd_gen_cephalosporins,10.50691244,2.462,0.001,6.395,2.727,0.5750000000000001,3.875,0.094,1.352,0.0,3.725,21.206000000000003,,,123.7
PL,2015,E.coli-3rd_gen_cephalosporins,11.92546583,2.46,0.0,7.429,3.201,0.649,4.686,0.086,1.542,0.0,4.065,24.118000000000002,,,123.6
PL,2016,E.coli-3rd_gen_cephalosporins,13.71827877,2.345,0.0,7.187,3.197,0.62,4.258,0.047,1.621,0.0,2.715,21.990000000000002,3288.51,16.64,123.6
PL,2017,E.coli-3rd_gen_cephalosporins,16.67829727,2.455,0.001,7.015,4.632,0.51,4.546,0.079,1.662,0.0,4.511,25.410999999999998,3290.5,19.52,123.6
PL,2018,E.coli-3rd_gen_cephalosporins,17.59541984,2.336,0.001,7.073,3.453,0.596,6.103,0.077,1.66,0.0,3.09,24.389,3126.18,29.8,123.6
PL,2019,E.coli-3rd_gen_cephalosporins,17.12450945,2.212,0.001,6.69,4.065,0.555,4.001,0.072,1.517,0.0,4.539,23.652,2954.0,48.7,123.6
PL,2020,E.coli-3rd_gen_cephalosporins,17.44935543,1.805,0.0,4.651,2.854,0.4750000000000001,2.868,0.06,1.296,0.0,4.503,18.512,3011.03,11.19,123.6
PL,2021,E.coli-3rd_gen_cephalosporins,18.72627583,1.782,0.0,5.567,2.859,0.301,3.827,0.059,1.456,0.0,4.78,20.631,3497.15,28.79,123.4
PL,2022,E.coli-3rd_gen_cephalosporins,18.6882655,1.985,0.0,7.365,3.536,0.588,4.743,0.065,1.5,0.0,4.285,24.067,3205.03,40.52,119.8
PL,2023,E.coli-3rd_gen_cephalosporins,19.56309096,1.919,0.0,7.971,3.5,0.399,4.481,0.064,1.427,0.0,3.475,23.236000000000004,2977.66,25.71,119.4
