country,country_code,year,pathogen_drug,resistance_pct
Poland,PL,2013,E.coli-fluoroquinolones,27.34299516
Poland,PL,2014,E.coli-fluoroquinolones,29.23368022
Poland,PL,2015,E.coli-fluoroquinolones,27.88033099
Poland,PL,2016,E.coli-fluoroquinolones,33.06788016
Poland,PL,2017,E.coli-fluoroquinolones,35.86244541
Poland,PL,2018,E.coli-fluoroquinolones,34.67082197
Poland,PL,2019,E.coli-fluoroquinolones,33.01852524
Poland,PL,2020,E.coli-fluoroquinolones,32.99208934
Poland,PL,2021,E.coli-fluoroquinolones,33.11287477
Poland,PL,2022,E.coli-fluoroquinolones,30.81103678
Poland,PL,2023,E.coli-fluoroquinolones,32.20394736
Poland,PL,2024,E.coli-fluoroquinolones,28.6939679
Portugal,PT,2001,E.coli-fluoroquinolones,17.52577319
Portugal,PT,2002,E.coli-fluoroquinolones,23.48484848
Portugal,PT,2003,E.coli-fluoroquinolones,25.84118438
Portugal,PT,2004,E.coli-fluoroquinolones,26.70375521
Portugal,PT,2005,E.coli-fluoroquinolones,29.28176795
Portugal,PT,2006,E.coli-fluoroquinolones,27.6744186
Portugal,PT,2007,E.coli-fluoroquinolones,29.84859408
Portugal,PT,2008,E.coli-fluoroquinolones,28.59860494
Portugal,PT,2009,E.coli-fluoroquinolones,27.72427774
Portugal,PT,2010,E.coli-fluoroquinolones,27.27745965
Portugal,PT,2011,E.coli-fluoroquinolones,27.23004694
Portugal,PT,2012,E.coli-fluoroquinolones,30.30583873
Portugal,PT,2013,E.coli-fluoroquinolones,31.62011173
Portugal,PT,2014,E.coli-fluoroquinolones,32.36522777
Portugal,PT,2015,E.coli-fluoroquinolones,29.65928132
Portugal,PT,2016,E.coli-fluoroquinolones,28.94691336
Portugal,PT,2017,E.coli-fluoroquinolones,27.27272727
Portugal,PT,2018,E.coli-fluoroquinolones,25.46012269
Portugal,PT,2019,E.coli-fluoroquinolones,26.46555745
Portugal,PT,2020,E.coli-fluoroquinolones,23.93498716
Portugal,PT,2021,E.coli-fluoroquinolones,22.49911
Portugal,PT,2022,E.coli-fluoroquinolones,21.44665461
Portugal,PT,2023,E.coli-fluoroquinolones,24.33192686
Portugal,PT,2024,E.coli-fluoroquinolones,23.71644872
Romania,RO,2002,E.coli-fluoroquinolones,20.0
Romania,RO,2003,E.coli-fluoroquinolones,14.0
Romania,RO,2004,E.coli-fluoroquinolones,20.93023255
Romania,RO,2005,E.coli-fluoroquinolones,8.86075949
Romania,RO,2006,E.coli-fluoroquinolones,41.02564102
Romania,RO,2007,E.coli-fluoroquinolones,26.66666666
Romania,RO,2008,E.coli-fluoroquinolones,26.92307692
Romania,RO,2009,E.coli-fluoroquinolones,18.18181818
Romania,RO,2010,E.coli-fluoroquinolones,24.24242424
Romania,RO,2011,E.coli-fluoroquinolones,28.0
Romania,RO,2012,E.coli-fluoroquinolones,29.03225806
Romania,RO,2013,E.coli-fluoroquinolones,31.0
Romania,RO,2014,E.coli-fluoroquinolones,31.2703583
Romania,RO,2015,E.coli-fluoroquinolones,30.7277628
Romania,RO,2016,E.coli-fluoroquinolones,30.62200956
Romania,RO,2017,E.coli-fluoroquinolones,26.44787644
Romania,RO,2018,E.coli-fluoroquinolones,29.10216718
Romania,RO,2019,E.coli-fluoroquinolones,28.28746177
Romania,RO,2020,E.coli-fluoroquinolones,26.0
Romania,RO,2021,E.coli-fluoroquinolones,24.69879518
Romania,RO,2022,E.coli-fluoroquinolones,23.76811594
Romania,RO,2023,E.coli-fluoroquinolones,25.40816326
Romania,RO,2024,E.coli-fluoroquinolones,25.18740629
Slovakia,SK,2001,E.coli-fluoroquinolones,15.55555555
Slovakia,SK,2002,E.coli-fluoroquinolones,14.4859813
Slovakia,SK,2003,E.coli-fluoroquinolones,20.16806722
Slovakia,SK,2004,E.coli-fluoroquinolones,24.02597402
Slovakia,SK,2005,E.coli-fluoroquinolones,14.39393939
Slovakia,SK,2011,E.coli-fluoroquinolones,41.81326116
Slovakia,SK,2012,E.coli-fluoroquinolones,41.29496402
Slovakia,SK,2013,E.coli-fluoroquinolones,40.34653465
Slovakia,SK,2014,E.coli-fluoroquinolones,42.95377677
Slovakia,SK,2015,E.coli-fluoroquinolones,44.18344519
Slovakia,SK,2016,E.coli-fluoroquinolones,40.43583535
Slovakia,SK,2017,E.coli-fluoroquinolones,43.19727891
Slovakia,SK,2018,E.coli-fluoroquinolones,42.10526315
Slovakia,SK,2019,E.coli-fluoroquinolones,34.0
Slovakia,SK,2020,E.coli-fluoroquinolones,34.1563786
Slovakia,SK,2021,E.coli-fluoroquinolones,29.75830815
Slovakia,SK,2022,E.coli-fluoroquinolones,32.35294117
Slovakia,SK,2023,E.coli-fluoroquinolones,31.16883116
Slovakia,SK,2024,E.coli-fluoroquinolones,30.06451612
Slovenia,SI,2001,E.coli-fluoroquinolones,8.040201
Slovenia,SI,2002,E.coli-fluoroquinolones,11.98044009
Slovenia,SI,2003,E.coli-fluoroquinolones,11.22194513
Slovenia,SI,2004,E.coli-fluoroquinolones,12.39092495
Slovenia,SI,2005,E.coli-fluoroquinolones,12.02435312
Slovenia,SI,2006,E.coli-fluoroquinolones,15.20223152
Slovenia,SI,2007,E.coli-fluoroquinolones,17.15628672
Slovenia,SI,2008,E.coli-fluoroquinolones,16.93363844
Slovenia,SI,2009,E.coli-fluoroquinolones,18.2530795
Slovenia,SI,2010,E.coli-fluoroquinolones,19.32773109
Slovenia,SI,2011,E.coli-fluoroquinolones,20.65868263
Slovenia,SI,2012,E.coli-fluoroquinolones,21.40410958
Slovenia,SI,2013,E.coli-fluoroquinolones,19.85294117
Slovenia,SI,2014,E.coli-fluoroquinolones,23.27302631
Slovenia,SI,2015,E.coli-fluoroquinolones,24.60377358
Slovenia,SI,2016,E.coli-fluoroquinolones,25.56338028
Slovenia,SI,2017,E.coli-fluoroquinolones,24.87346348
Slovenia,SI,2018,E.coli-fluoroquinolones,22.78177458
Slovenia,SI,2019,E.coli-fluoroquinolones,19.00621118
Slovenia,SI,2020,E.coli-fluoroquinolones,18.11997526
Slovenia,SI,2021,E.coli-fluoroquinolones,16.65675193
Slovenia,SI,2022,E.coli-fluoroquinolones,16.56626506
Slovenia,SI,2023,E.coli-fluoroquinolones,15.92434411
Slovenia,SI,2024,E.coli-fluoroquinolones,15.91574019
Spain,ES,2001,E.coli-fluoroquinolones,17.25181598
Spain,ES,2002,E.coli-fluoroquinolones,19.28974979
Spain,ES,2003,E.coli-fluoroquinolones,20.9928003
Spain,ES,2004,E.coli-fluoroquinolones,25.38949798
Spain,ES,2005,E.coli-fluoroquinolones,28.16572001
Spain,ES,2006,E.coli-fluoroquinolones,28.00595238
Spain,ES,2007,E.coli-fluoroquinolones,30.4454769
Spain,ES,2008,E.coli-fluoroquinolones,32.52077562
Spain,ES,2009,E.coli-fluoroquinolones,31.49606299
Spain,ES,2010,E.coli-fluoroquinolones,32.75983146
Spain,ES,2011,E.coli-fluoroquinolones,34.48275862
Spain,ES,2012,E.coli-fluoroquinolones,33.85214007
Spain,ES,2013,E.coli-fluoroquinolones,34.89706378
Spain,ES,2014,E.coli-fluoroquinolones,34.0323135
Spain,ES,2015,E.coli-fluoroquinolones,31.55459592
Spain,ES,2016,E.coli-fluoroquinolones,32.82330439
Spain,ES,2017,E.coli-fluoroquinolones,32.50302715
Spain,ES,2018,E.coli-fluoroquinolones,32.11659663
Spain,ES,2019,E.coli-fluoroquinolones,29.52880859
Spain,ES,2020,E.coli-fluoroquinolones,28.60623156
Spain,ES,2021,E.coli-fluoroquinolones,26.61471404
Spain,ES,2022,E.coli-fluoroquinolones,28.60965428
Spain,ES,2023,E.coli-fluoroquinolones,27.55537069
Spain,ES,2024,E.coli-fluoroquinolones,29.9793246
Sweden,SE,2000,E.coli-fluoroquinolones,
Sweden,SE,2001,E.coli-fluoroquinolones,3.73955125
Sweden,SE,2002,E.coli-fluoroquinolones,5.09527754
Sweden,SE,2003,E.coli-fluoroquinolones,6.56840756
Sweden,SE,2004,E.coli-fluoroquinolones,7.58166017
Sweden,SE,2005,E.coli-fluoroquinolones,6.32202831
Sweden,SE,2006,E.coli-fluoroquinolones,7.95314426
Sweden,SE,2007,E.coli-fluoroquinolones,10.32258064
Sweden,SE,2008,E.coli-fluoroquinolones,10.2793296
Sweden,SE,2009,E.coli-fluoroquinolones,
Sweden,SE,2010,E.coli-fluoroquinolones,10.50525262
Sweden,SE,2011,E.coli-fluoroquinolones,10.05685159
Sweden,SE,2012,E.coli-fluoroquinolones,11.08903738
Sweden,SE,2013,E.coli-fluoroquinolones,11.58238172
Sweden,SE,2014,E.coli-fluoroquinolones,11.2991054
Sweden,SE,2015,E.coli-fluoroquinolones,12.61538461
Sweden,SE,2016,E.coli-fluoroquinolones,13.6605729
Sweden,SE,2017,E.coli-fluoroquinolones,15.79312738
Sweden,SE,2018,E.coli-fluoroquinolones,18.05503904
Sweden,SE,2019,E.coli-fluoroquinolones,15.85210369
Sweden,SE,2020,E.coli-fluoroquinolones,14.08450704
Sweden,SE,2021,E.coli-fluoroquinolones,13.66130558
Sweden,SE,2022,E.coli-fluoroquinolones,13.82098354
Sweden,SE,2023,E.coli-fluoroquinolones,14.74611204
Sweden,SE,2024,E.coli-fluoroquinolones,15.56811649
United Kingdom,UK,2001,E.coli-fluoroquinolones,6.20408163
United Kingdom,UK,2002,E.coli-fluoroquinolones,7.34528629
United Kingdom,UK,2003,E.coli-fluoroquinolones,11.27783155
United Kingdom,UK,2004,E.coli-fluoroquinolones,14.16962925
United Kingdom,UK,2005,E.coli-fluoroquinolones,16.83121767
United Kingdom,UK,2006,E.coli-fluoroquinolones,19.90719257
United Kingdom,UK,2007,E.coli-fluoroquinolones,17.89719626
United Kingdom,UK,2008,E.coli-fluoroquinolones,15.10548523
United Kingdom,UK,2009,E.coli-fluoroquinolones,18.03874092
United Kingdom,UK,2010,E.coli-fluoroquinolones,17.30010384
United Kingdom,UK,2011,E.coli-fluoroquinolones,17.54133716
United Kingdom,UK,2012,E.coli-fluoroquinolones,16.56785771
United Kingdom,UK,2013,E.coli-fluoroquinolones,16.30465847
United Kingdom,UK,2014,E.coli-fluoroquinolones,16.81837884
United Kingdom,UK,2015,E.coli-fluoroquinolones,15.64005505
United Kingdom,UK,2016,E.coli-fluoroquinolones,16.33090066
United Kingdom,UK,2017,E.coli-fluoroquinolones,17.46894152
United Kingdom,UK,2018,E.coli-fluoroquinolones,17.71218889
United Kingdom,UK,2019,E.coli-fluoroquinolones,17.8332155
Austria,AT,2005,K.pneumoniae-carbapenems,0.0
Austria,AT,2006,K.pneumoniae-carbapenems,0.0
Austria,AT,2007,K.pneumoniae-carbapenems,0.0
Austria,AT,2008,K.pneumoniae-carbapenems,0.0
Austria,AT,2009,K.pneumoniae-carbapenems,0.0
Austria,AT,2010,K.pneumoniae-carbapenems,0.58939096
Austria,AT,2011,K.pneumoniae-carbapenems,0.16393442
Austria,AT,2012,K.pneumoniae-carbapenems,0.81300813
Austria,AT,2013,K.pneumoniae-carbapenems,1.2087912
Austria,AT,2014,K.pneumoniae-carbapenems,0.61791967
Austria,AT,2015,K.pneumoniae-carbapenems,0.78277886
Austria,AT,2016,K.pneumoniae-carbapenems,0.66777963
Austria,AT,2017,K.pneumoniae-carbapenems,0.99188458
Austria,AT,2018,K.pneumoniae-carbapenems,1.01351351
Austria,AT,2019,K.pneumoniae-carbapenems,1.2345679
Austria,AT,2020,K.pneumoniae-carbapenems,0.94786729
Austria,AT,2021,K.pneumoniae-carbapenems,0.97640358
Austria,AT,2022,K.pneumoniae-carbapenems,0.88211708
Austria,AT,2023,K.pneumoniae-carbapenems,1.7977528
Austria,AT,2024,K.pneumoniae-carbapenems,1.47783251
Belgium,BE,2009,K.pneumoniae-carbapenems,1.20481927
Belgium,BE,2010,K.pneumoniae-carbapenems,0.0
Belgium,BE,2011,K.pneumoniae-carbapenems,0.30959752
Belgium,BE,2012,K.pneumoniae-carbapenems,0.73394495
Belgium,BE,2013,K.pneumoniae-carbapenems,0.32362459
Belgium,BE,2014,K.pneumoniae-carbapenems,0.46620046
Belgium,BE,2015,K.pneumoniae-carbapenems,0.51413881
Belgium,BE,2016,K.pneumoniae-carbapenems,2.39162929
Belgium,BE,2017,K.pneumoniae-carbapenems,1.13780025
Belgium,BE,2018,K.pneumoniae-carbapenems,1.39037433
Belgium,BE,2019,K.pneumoniae-carbapenems,1.05680317
Belgium,BE,2020,K.pneumoniae-carbapenems,1.13507377
Belgium,BE,2021,K.pneumoniae-carbapenems,1.40388768
Belgium,BE,2022,K.pneumoniae-carbapenems,1.43712574
Belgium,BE,2023,K.pneumoniae-carbapenems,2.34933605
Belgium,BE,2024,K.pneumoniae-carbapenems,1.88172043
Bulgaria,BG,2005,K.pneumoniae-carbapenems,0.0
Bulgaria,BG,2006,K.pneumoniae-carbapenems,0.0
Bulgaria,BG,2007,K.pneumoniae-carbapenems,0.0
Bulgaria,BG,2008,K.pneumoniae-carbapenems,0.0
Bulgaria,BG,2009,K.pneumoniae-carbapenems,0.0
Bulgaria,BG,2010,K.pneumoniae-carbapenems,0.0
Bulgaria,BG,2011,K.pneumoniae-carbapenems,0.0
Bulgaria,BG,2012,K.pneumoniae-carbapenems,1.85185185
Bulgaria,BG,2013,K.pneumoniae-carbapenems,0.0
Bulgaria,BG,2014,K.pneumoniae-carbapenems,7.1942446
Bulgaria,BG,2015,K.pneumoniae-carbapenems,3.15789473
Bulgaria,BG,2016,K.pneumoniae-carbapenems,4.40251572
Bulgaria,BG,2017,K.pneumoniae-carbapenems,12.4260355
Bulgaria,BG,2018,K.pneumoniae-carbapenems,21.24352331
Bulgaria,BG,2019,K.pneumoniae-carbapenems,26.96629213
Bulgaria,BG,2020,K.pneumoniae-carbapenems,28.11244979
Bulgaria,BG,2021,K.pneumoniae-carbapenems,46.28099173
Bulgaria,BG,2022,K.pneumoniae-carbapenems,47.3076923
Bulgaria,BG,2023,K.pneumoniae-carbapenems,56.79012345
Bulgaria,BG,2024,K.pneumoniae-carbapenems,67.59656652
Croatia,HR,2005,K.pneumoniae-carbapenems,0.0
Croatia,HR,2006,K.pneumoniae-carbapenems,0.0
Croatia,HR,2007,K.pneumoniae-carbapenems,0.35842293
Croatia,HR,2008,K.pneumoniae-carbapenems,0.31152647
Croatia,HR,2010,K.pneumoniae-carbapenems,2.15053763
Croatia,HR,2011,K.pneumoniae-carbapenems,0.0
Croatia,HR,2012,K.pneumoniae-carbapenems,0.0
Croatia,HR,2013,K.pneumoniae-carbapenems,0.53191489
Croatia,HR,2014,K.pneumoniae-carbapenems,0.89820359
Croatia,HR,2015,K.pneumoniae-carbapenems,2.36842105
Croatia,HR,2016,K.pneumoniae-carbapenems,0.0
Croatia,HR,2017,K.pneumoniae-carbapenems,0.0
Croatia,HR,2018,K.pneumoniae-carbapenems,2.15384615
Croatia,HR,2019,K.pneumoniae-carbapenems,12.0
Croatia,HR,2020,K.pneumoniae-carbapenems,19.10112359
Croatia,HR,2021,K.pneumoniae-carbapenems,32.8611898
Croatia,HR,2022,K.pneumoniae-carbapenems,23.97820163
Croatia,HR,2023,K.pneumoniae-carbapenems,27.68959435
Croatia,HR,2024,K.pneumoniae-carbapenems,31.3253012
Cyprus,CY,2005,K.pneumoniae-carbapenems,
Cyprus,CY,2006,K.pneumoniae-carbapenems,0.0
Cyprus,CY,2007,K.pneumoniae-carbapenems,2.56410256
Cyprus,CY,2008,K.pneumoniae-carbapenems,9.67741935
Cyprus,CY,2009,K.pneumoniae-carbapenems,16.98113207
Cyprus,CY,2010,K.pneumoniae-carbapenems,16.41791044
Cyprus,CY,2011,K.pneumoniae-carbapenems,15.6626506
Cyprus,CY,2012,K.pneumoniae-carbapenems,9.23076923
Cyprus,CY,2013,K.pneumoniae-carbapenems,5.88235294
Cyprus,CY,2014,K.pneumoniae-carbapenems,5.0
Cyprus,CY,2015,K.pneumoniae-carbapenems,12.9032258
Cyprus,CY,2016,K.pneumoniae-carbapenems,10.66666666
Cyprus,CY,2017,K.pneumoniae-carbapenems,15.49295774
Cyprus,CY,2018,K.pneumoniae-carbapenems,21.83908045
Cyprus,CY,2019,K.pneumoniae-carbapenems,13.33333333
Cyprus,CY,2020,K.pneumoniae-carbapenems,19.76744186
Cyprus,CY,2021,K.pneumoniae-carbapenems,26.24113475
Cyprus,CY,2022,K.pneumoniae-carbapenems,36.41304347
Cyprus,CY,2023,K.pneumoniae-carbapenems,33.63636363
Cyprus,CY,2024,K.pneumoniae-carbapenems,48.45679012
Czechia,CZ,2005,K.pneumoniae-carbapenems,0.0
Czechia,CZ,2006,K.pneumoniae-carbapenems,
Czechia,CZ,2007,K.pneumoniae-carbapenems,0.0
Czechia,CZ,2008,K.pneumoniae-carbapenems,0.23809523
Czechia,CZ,2009,K.pneumoniae-carbapenems,0.24711696
Czechia,CZ,2010,K.pneumoniae-carbapenems,0.09066183
Czechia,CZ,2011,K.pneumoniae-carbapenems,0.08382229
Czechia,CZ,2012,K.pneumoniae-carbapenems,0.30604437
Czechia,CZ,2013,K.pneumoniae-carbapenems,0.52956751
Czechia,CZ,2014,K.pneumoniae-carbapenems,0.08710801
Czechia,CZ,2015,K.pneumoniae-carbapenems,0.27272727
Czechia,CZ,2016,K.pneumoniae-carbapenems,0.0
Czechia,CZ,2017,K.pneumoniae-carbapenems,0.38058991
Czechia,CZ,2018,K.pneumoniae-carbapenems,0.25125628
Czechia,CZ,2019,K.pneumoniae-carbapenems,0.608828
Czechia,CZ,2020,K.pneumoniae-carbapenems,0.48701298
Czechia,CZ,2021,K.pneumoniae-carbapenems,1.03857566
Czechia,CZ,2022,K.pneumoniae-carbapenems,1.50829562
Czechia,CZ,2023,K.pneumoniae-carbapenems,1.45772594
Czechia,CZ,2024,K.pneumoniae-carbapenems,2.15727209
Denmark,DK,2006,K.pneumoniae-carbapenems,0.0
Denmark,DK,2007,K.pneumoniae-carbapenems,0.0
Denmark,DK,2008,K.pneumoniae-carbapenems,0.19120458
Denmark,DK,2009,K.pneumoniae-carbapenems,0.0
Denmark,DK,2010,K.pneumoniae-carbapenems,0.0
Denmark,DK,2011,K.pneumoniae-carbapenems,0.0
Denmark,DK,2012,K.pneumoniae-carbapenems,0.29411764
Denmark,DK,2013,K.pneumoniae-carbapenems,0.15503875
Denmark,DK,2014,K.pneumoniae-carbapenems,0.24096385
Denmark,DK,2015,K.pneumoniae-carbapenems,0.0
Denmark,DK,2016,K.pneumoniae-carbapenems,0.26809651
Denmark,DK,2017,K.pneumoniae-carbapenems,0.25316455
Denmark,DK,2018,K.pneumoniae-carbapenems,0.54102795
Denmark,DK,2019,K.pneumoniae-carbapenems,0.29498525
Denmark,DK,2020,K.pneumoniae-carbapenems,0.77848549
Denmark,DK,2021,K.pneumoniae-carbapenems,0.4531722
Denmark,DK,2022,K.pneumoniae-carbapenems,0.45731707
Denmark,DK,2023,K.pneumoniae-carbapenems,0.3770739
Denmark,DK,2024,K.pneumoniae-carbapenems,0.44085231
Estonia,EE,2005,K.pneumoniae-carbapenems,0.0
Estonia,EE,2006,K.pneumoniae-carbapenems,0.0
Estonia,EE,2007,K.pneumoniae-carbapenems,0.0
Estonia,EE,2008,K.pneumoniae-carbapenems,0.0
Estonia,EE,2009,K.pneumoniae-carbapenems,0.0
Estonia,EE,2010,K.pneumoniae-carbapenems,0.0
Estonia,EE,2011,K.pneumoniae-carbapenems,0.0
Estonia,EE,2012,K.pneumoniae-carbapenems,1.26582278
Estonia,EE,2013,K.pneumoniae-carbapenems,2.7027027
Estonia,EE,2014,K.pneumoniae-carbapenems,0.0
Estonia,EE,2015,K.pneumoniae-carbapenems,0.0
Estonia,EE,2016,K.pneumoniae-carbapenems,0.0
Estonia,EE,2017,K.pneumoniae-carbapenems,0.0
Estonia,EE,2018,K.pneumoniae-carbapenems,0.55865921
Estonia,EE,2019,K.pneumoniae-carbapenems,0.0
Estonia,EE,2020,K.pneumoniae-carbapenems,0.0
Estonia,EE,2021,K.pneumoniae-carbapenems,0.91743119
Estonia,EE,2022,K.pneumoniae-carbapenems,1.47058823
Estonia,EE,2023,K.pneumoniae-carbapenems,2.28136882
Estonia,EE,2024,K.pneumoniae-carbapenems,1.70212765
Finland,FI,2005,K.pneumoniae-carbapenems,0.0
Finland,FI,2006,K.pneumoniae-carbapenems,0.0
Finland,FI,2007,K.pneumoniae-carbapenems,0.0
Finland,FI,2008,K.pneumoniae-carbapenems,0.0
Finland,FI,2009,K.pneumoniae-carbapenems,0.28490028
Finland,FI,2010,K.pneumoniae-carbapenems,0.0
Finland,FI,2011,K.pneumoniae-carbapenems,0.0
Finland,FI,2012,K.pneumoniae-carbapenems,0.0
Finland,FI,2013,K.pneumoniae-carbapenems,0.0
Finland,FI,2014,K.pneumoniae-carbapenems,0.0
Finland,FI,2015,K.pneumoniae-carbapenems,0.0
Finland,FI,2016,K.pneumoniae-carbapenems,0.25974025
Finland,FI,2017,K.pneumoniae-carbapenems,0.26385224
Finland,FI,2018,K.pneumoniae-carbapenems,0.61728395
Finland,FI,2019,K.pneumoniae-carbapenems,0.35294117
Finland,FI,2020,K.pneumoniae-carbapenems,0.11098779
Finland,FI,2021,K.pneumoniae-carbapenems,0.0
Finland,FI,2022,K.pneumoniae-carbapenems,0.0
Finland,FI,2023,K.pneumoniae-carbapenems,0.13755158
Finland,FI,2024,K.pneumoniae-carbapenems,0.23041474
France,FR,2005,K.pneumoniae-carbapenems,0.13280212
France,FR,2006,K.pneumoniae-carbapenems,0.0
France,FR,2007,K.pneumoniae-carbapenems,0.09460737
France,FR,2008,K.pneumoniae-carbapenems,0.0
France,FR,2009,K.pneumoniae-carbapenems,0.1577287
France,FR,2010,K.pneumoniae-carbapenems,0.0698324
France,FR,2011,K.pneumoniae-carbapenems,0.0
France,FR,2012,K.pneumoniae-carbapenems,0.49170251
France,FR,2013,K.pneumoniae-carbapenems,0.65146579
France,FR,2014,K.pneumoniae-carbapenems,0.47551117
France,FR,2015,K.pneumoniae-carbapenems,0.49019607
France,FR,2016,K.pneumoniae-carbapenems,0.39556962
France,FR,2017,K.pneumoniae-carbapenems,0.67687923
France,FR,2018,K.pneumoniae-carbapenems,0.50033355
France,FR,2019,K.pneumoniae-carbapenems,0.99900099
France,FR,2020,K.pneumoniae-carbapenems,0.54211843
France,FR,2021,K.pneumoniae-carbapenems,0.76158239
France,FR,2022,K.pneumoniae-carbapenems,0.96676737
France,FR,2024,K.pneumoniae-carbapenems,1.20641216
Germany,DE,2005,K.pneumoniae-carbapenems,1.96078431
Germany,DE,2006,K.pneumoniae-carbapenems,0.0
Germany,DE,2007,K.pneumoniae-carbapenems,1.73410404
Germany,DE,2008,K.pneumoniae-carbapenems,0.0
Germany,DE,2009,K.pneumoniae-carbapenems,0.0
Germany,DE,2010,K.pneumoniae-carbapenems,0.0
Germany,DE,2011,K.pneumoniae-carbapenems,0.0
Germany,DE,2012,K.pneumoniae-carbapenems,0.0
Germany,DE,2013,K.pneumoniae-carbapenems,0.65530799
Germany,DE,2014,K.pneumoniae-carbapenems,0.69582504
Germany,DE,2015,K.pneumoniae-carbapenems,0.12634238
Germany,DE,2016,K.pneumoniae-carbapenems,0.48891786
Germany,DE,2017,K.pneumoniae-carbapenems,0.46668395
Germany,DE,2018,K.pneumoniae-carbapenems,0.42842741
Germany,DE,2019,K.pneumoniae-carbapenems,0.93259855
Germany,DE,2020,K.pneumoniae-carbapenems,0.48405942
Germany,DE,2021,K.pneumoniae-carbapenems,0.79535026
Germany,DE,2022,K.pneumoniae-carbapenems,1.07454667
Germany,DE,2023,K.pneumoniae-carbapenems,1.07063746
Germany,DE,2024,K.pneumoniae-carbapenems,1.24450951
Greece,EL,2005,K.pneumoniae-carbapenems,27.8137128
Greece,EL,2006,K.pneumoniae-carbapenems,32.85543608
Greece,EL,2007,K.pneumoniae-carbapenems,42.44306418
Greece,EL,2008,K.pneumoniae-carbapenems,36.59217877
Greece,EL,2009,K.pneumoniae-carbapenems,43.51567301
Greece,EL,2010,K.pneumoniae-carbapenems,49.08120924
Greece,EL,2011,K.pneumoniae-carbapenems,68.15403422
Greece,EL,2012,K.pneumoniae-carbapenems,60.47945205
Greece,EL,2013,K.pneumoniae-carbapenems,59.3879239
Greece,EL,2014,K.pneumoniae-carbapenems,62.31617647
Greece,EL,2015,K.pneumoniae-carbapenems,61.94092827
Greece,EL,2016,K.pneumoniae-carbapenems,66.86440677
Greece,EL,2017,K.pneumoniae-carbapenems,64.71019809
Greece,EL,2018,K.pneumoniae-carbapenems,63.88518024
Greece,EL,2019,K.pneumoniae-carbapenems,58.33333333
Greece,EL,2020,K.pneumoniae-carbapenems,66.25344352
Greece,EL,2021,K.pneumoniae-carbapenems,73.69534555
Greece,EL,2022,K.pneumoniae-carbapenems,72.04658901
Greece,EL,2023,K.pneumoniae-carbapenems,69.66498393
Greece,EL,2024,K.pneumoniae-carbapenems,60.24027459
Hungary,HU,2005,K.pneumoniae-carbapenems,0.33333333
Hungary,HU,2006,K.pneumoniae-carbapenems,0.0
Hungary,HU,2007,K.pneumoniae-carbapenems,0.0
Hungary,HU,2008,K.pneumoniae-carbapenems,0.0
Hungary,HU,2009,K.pneumoniae-carbapenems,0.55555555
Hungary,HU,2010,K.pneumoniae-carbapenems,5.49898167
Hungary,HU,2011,K.pneumoniae-carbapenems,1.937046
Hungary,HU,2012,K.pneumoniae-carbapenems,2.91060291
Hungary,HU,2013,K.pneumoniae-carbapenems,1.69491525
Hungary,HU,2014,K.pneumoniae-carbapenems,1.12721417
Hungary,HU,2015,K.pneumoniae-carbapenems,0.1455604
Hungary,HU,2016,K.pneumoniae-carbapenems,0.42674253
Hungary,HU,2017,K.pneumoniae-carbapenems,0.29368575
Hungary,HU,2018,K.pneumoniae-carbapenems,0.24183796
Hungary,HU,2019,K.pneumoniae-carbapenems,0.8988764
Hungary,HU,2020,K.pneumoniae-carbapenems,0.69348127
Hungary,HU,2021,K.pneumoniae-carbapenems,0.91575091
Hungary,HU,2022,K.pneumoniae-carbapenems,5.2742616
Hungary,HU,2023,K.pneumoniae-carbapenems,5.80985915
Hungary,HU,2024,K.pneumoniae-carbapenems,6.7253803
Iceland,IS,2005,K.pneumoniae-carbapenems,0.0
Iceland,IS,2006,K.pneumoniae-carbapenems,
Iceland,IS,2007,K.pneumoniae-carbapenems,0.0
Iceland,IS,2008,K.pneumoniae-carbapenems,0.0
Iceland,IS,2009,K.pneumoniae-carbapenems,0.0
Iceland,IS,2010,K.pneumoniae-carbapenems,
Iceland,IS,2015,K.pneumoniae-carbapenems,
Iceland,IS,2016,K.pneumoniae-carbapenems,
Iceland,IS,2018,K.pneumoniae-carbapenems,
Iceland,IS,2020,K.pneumoniae-carbapenems,0.0
Iceland,IS,2021,K.pneumoniae-carbapenems,0.0
Iceland,IS,2022,K.pneumoniae-carbapenems,0.0
Iceland,IS,2023,K.pneumoniae-carbapenems,0.0
Iceland,IS,2024,K.pneumoniae-carbapenems,0.0
Ireland,IE,2005,K.pneumoniae-carbapenems,0.0
Ireland,IE,2006,K.pneumoniae-carbapenems,0.0
Ireland,IE,2007,K.pneumoniae-carbapenems,0.0
Ireland,IE,2008,K.pneumoniae-carbapenems,0.0
Ireland,IE,2009,K.pneumoniae-carbapenems,0.0
Ireland,IE,2010,K.pneumoniae-carbapenems,0.0
Ireland,IE,2011,K.pneumoniae-carbapenems,0.33112582
Ireland,IE,2012,K.pneumoniae-carbapenems,0.0
Ireland,IE,2013,K.pneumoniae-carbapenems,0.31545741
Ireland,IE,2014,K.pneumoniae-carbapenems,0.56657223
Ireland,IE,2015,K.pneumoniae-carbapenems,0.51413881
Ireland,IE,2016,K.pneumoniae-carbapenems,0.66225165
Ireland,IE,2017,K.pneumoniae-carbapenems,0.20920502
