Year,Country,atc_level,Name,ddd,Percent
2019,Hungary,J01F,"Macrolides, lincosamides and streptogramins",2.938,0.2020697578795218
2019,Hungary,J01G,Aminoglycoside antibacterials,0.03,0.0020431759539791
2019,Hungary,J01M,Quinolone antibacterials,2.086,0.1434705084061556
2019,Hungary,J01R,Combinations of antibacterials,0.0,0.0
2019,Hungary,J01X,Other antibacterials,0.379,0.0260674854826157
2020,Hungary,J01A,Tetracyclines,1.235,0.1089158802422341
2020,Hungary,J01B,Amphenicols,0.0,0.0
2020,Hungary,J01C,"Beta-lactam antibacterials, penicillins",3.421,0.3017250611839885
2020,Hungary,J01D,Other beta-lactam antibacterials,1.819,0.1603817111614663
2020,Hungary,J01E,Sulfonamides and trimethoprim,0.416,0.0366173224923298
2020,Hungary,J01F,"Macrolides, lincosamides and streptogramins",2.45,0.2160673008876023
2020,Hungary,J01G,Aminoglycoside antibacterials,0.037,0.0032093033185531
2020,Hungary,J01M,Quinolone antibacterials,1.56,0.1375896499151955
2020,Hungary,J01R,Combinations of antibacterials,0.0,0.0
2020,Hungary,J01X,Other antibacterials,0.403,0.0354937707986303
2021,Hungary,J01A,Tetracyclines,1.3,0.1079188504008832
2021,Hungary,J01B,Amphenicols,0.0,0.0
2021,Hungary,J01C,"Beta-lactam antibacterials, penicillins",3.537,0.293616016432049
2021,Hungary,J01D,Other beta-lactam antibacterials,1.729,0.1435535900229338
2021,Hungary,J01E,Sulfonamides and trimethoprim,0.408,0.0338505823046765
2021,Hungary,J01F,"Macrolides, lincosamides and streptogramins",3.083,0.2559239494640428
2021,Hungary,J01G,Aminoglycoside antibacterials,0.031,0.002510922442047
2021,Hungary,J01M,Quinolone antibacterials,1.55,0.128618579165463
2021,Hungary,J01R,Combinations of antibacterials,0.0,0.0
2021,Hungary,J01X,Other antibacterials,0.41,0.0340075097679042
2022,Hungary,J01A,Tetracyclines,1.176,0.0810080128388487
2022,Hungary,J01B,Amphenicols,0.0,0.0
2022,Hungary,J01C,"Beta-lactam antibacterials, penicillins",4.683,0.3227194384299484
2022,Hungary,J01D,Other beta-lactam antibacterials,1.931,0.1330772667489451
2022,Hungary,J01E,Sulfonamides and trimethoprim,0.463,0.0318558833166786
2022,Hungary,J01F,"Macrolides, lincosamides and streptogramins",3.931,0.270914099395484
2022,Hungary,J01G,Aminoglycoside antibacterials,0.028,0.001874147135886
2022,Hungary,J01M,Quinolone antibacterials,1.788,0.1232176440982803
2022,Hungary,J01R,Combinations of antibacterials,0.0,0.0
2022,Hungary,J01X,Other antibacterials,0.513,0.0353335080359288
2023,Hungary,J01A,Tetracyclines,1.132,0.0795961661169197
2023,Hungary,J01B,Amphenicols,0.0,0.0
2023,Hungary,J01C,"Beta-lactam antibacterials, penicillins",4.768,0.3354768021251689
2023,Hungary,J01D,Other beta-lactam antibacterials,2.142,0.1506851406773216
2023,Hungary,J01E,Sulfonamides and trimethoprim,0.454,0.0319176423865142
2023,Hungary,J01F,"Macrolides, lincosamides and streptogramins",3.465,0.2437663372500983
2023,Hungary,J01G,Aminoglycoside antibacterials,0.036,0.0024829383308653
2023,Hungary,J01M,Quinolone antibacterials,1.643,0.1155654183813713
2023,Hungary,J01R,Combinations of antibacterials,0.0,0.0
2023,Hungary,J01X,Other antibacterials,0.5760000000000001,0.0405095547317404
2024,Hungary,J01A,Tetracyclines,1.031,0.0748102718287253
2024,Hungary,J01B,Amphenicols,0.0,0.0
2024,Hungary,J01C,"Beta-lactam antibacterials, penicillins",4.844,0.3517271255001925
2024,Hungary,J01D,Other beta-lactam antibacterials,2.208,0.1602814149908858
2024,Hungary,J01E,Sulfonamides and trimethoprim,0.425,0.0308138158420299
2024,Hungary,J01F,"Macrolides, lincosamides and streptogramins",3.299,0.2395290383958983
2024,Hungary,J01G,Aminoglycoside antibacterials,0.036,0.0026057212575437
2024,Hungary,J01M,Quinolone antibacterials,1.361,0.0988054932206221
2024,Hungary,J01R,Combinations of antibacterials,0.0,0.0
2024,Hungary,J01X,Other antibacterials,0.5710000000000001,0.0414271189641023
2000,Iceland,J01A,Tetracyclines,4.746,0.2312332778030189
2000,Iceland,J01B,Amphenicols,0.0,0.0
2000,Iceland,J01C,"Beta-lactam antibacterials, penicillins",10.48,0.5106436838604036
2000,Iceland,J01D,Other beta-lactam antibacterials,0.5670000000000001,0.0276068403056135
2000,Iceland,J01E,Sulfonamides and trimethoprim,2.207,0.1075206445492679
2000,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.571,0.0765061647615032
2000,Iceland,J01G,Aminoglycoside antibacterials,0.04,0.0019302095631037
2000,Iceland,J01M,Quinolone antibacterials,0.626,0.0304567402477443
2000,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2000,Iceland,J01X,Other antibacterials,0.29,0.0141024389093448
2001,Iceland,J01A,Tetracyclines,4.631,0.2315397902843346
2001,Iceland,J01B,Amphenicols,0.0,0.0
2001,Iceland,J01C,"Beta-lactam antibacterials, penicillins",10.122,0.506115052528929
2001,Iceland,J01D,Other beta-lactam antibacterials,0.526,0.0262957935101448
2001,Iceland,J01E,Sulfonamides and trimethoprim,2.131,0.1065388964206799
2001,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.525,0.0762180411239289
2001,Iceland,J01G,Aminoglycoside antibacterials,0.038,0.0018740882903261
2001,Iceland,J01M,Quinolone antibacterials,0.711,0.0355045644053641
2001,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2001,Iceland,J01X,Other antibacterials,0.319,0.0159137734362924
2002,Iceland,J01A,Tetracyclines,4.814,0.2331611162380616
2002,Iceland,J01B,Amphenicols,0.0,0.0
2002,Iceland,J01C,"Beta-lactam antibacterials, penicillins",10.694,0.5180492720133898
2002,Iceland,J01D,Other beta-lactam antibacterials,0.539,0.0261023952951549
2002,Iceland,J01E,Sulfonamides and trimethoprim,1.966,0.0952058248617539
2002,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.546,0.0748561587594555
2002,Iceland,J01G,Aminoglycoside antibacterials,0.037,0.0017848085628955
2002,Iceland,J01M,Quinolone antibacterials,0.715,0.0346054629878576
2002,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2002,Iceland,J01X,Other antibacterials,0.336,0.0162349612814308
2003,Iceland,J01A,Tetracyclines,4.762,0.254116284949773
2003,Iceland,J01B,Amphenicols,0.0,0.0
2003,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.68,0.5165491886325847
2003,Iceland,J01D,Other beta-lactam antibacterials,0.496,0.0264172687853945
2003,Iceland,J01E,Sulfonamides and trimethoprim,1.924,0.1026729343438262
2003,Iceland,J01F,"Macrolides, lincosamides and streptogramins",0.821,0.0437849596453534
2003,Iceland,J01G,Aminoglycoside antibacterials,0.041,0.0021363879365429
2003,Iceland,J01M,Quinolone antibacterials,0.713,0.0380292421634201
2003,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2003,Iceland,J01X,Other antibacterials,0.306,0.0162937335431049
2004,Iceland,J01A,Tetracyclines,5.184,0.2674009228247467
2004,Iceland,J01B,Amphenicols,0.0,0.0
2004,Iceland,J01C,"Beta-lactam antibacterials, penicillins",8.995000000000001,0.4639503786709541
2004,Iceland,J01D,Other beta-lactam antibacterials,0.434,0.0223858354118418
2004,Iceland,J01E,Sulfonamides and trimethoprim,1.909,0.0984262313821489
2004,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.678,0.086552012370358
2004,Iceland,J01G,Aminoglycoside antibacterials,0.039,0.0019692870454586
2004,Iceland,J01M,Quinolone antibacterials,0.645,0.0332338338535794
2004,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2004,Iceland,J01X,Other antibacterials,0.506,0.0260814984409123
2005,Iceland,J01A,Tetracyclines,5.46,0.2613244632800165
2005,Iceland,J01B,Amphenicols,0.0,0.0
2005,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.633,0.4610921810803597
2005,Iceland,J01D,Other beta-lactam antibacterials,0.51,0.0243719678283935
2005,Iceland,J01E,Sulfonamides and trimethoprim,1.968,0.0941812270259568
2005,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.827,0.0874156716912303
2005,Iceland,J01G,Aminoglycoside antibacterials,0.049,0.0023016645279433
2005,Iceland,J01M,Quinolone antibacterials,0.786,0.037616973995652
2005,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2005,Iceland,J01X,Other antibacterials,0.663,0.0316958505704474
2010,Iceland,J01A,Tetracyclines,5.054,0.2619901130074569
2010,Iceland,J01B,Amphenicols,0.0,0.0
2010,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.6,0.4976502853400833
2010,Iceland,J01D,Other beta-lactam antibacterials,0.612,0.031689978568454
2010,Iceland,J01E,Sulfonamides and trimethoprim,0.42,0.0217695486456591
2010,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.559,0.0807897380318675
2010,Iceland,J01G,Aminoglycoside antibacterials,0.0,0.0
2010,Iceland,J01M,Quinolone antibacterials,1.016,0.052634012741145
2010,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2010,Iceland,J01X,Other antibacterials,1.032,0.053476323665334
2011,Iceland,J01A,Tetracyclines,4.891,0.2526126160748036
2011,Iceland,J01B,Amphenicols,0.0,0.0
2011,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.654,0.4986464676079409
2011,Iceland,J01D,Other beta-lactam antibacterials,0.625,0.0322342571796256
2011,Iceland,J01E,Sulfonamides and trimethoprim,0.503,0.0259307033151419
2011,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.577,0.0814480007297628
2011,Iceland,J01G,Aminoglycoside antibacterials,0.018,0.0009139597826703
2011,Iceland,J01M,Quinolone antibacterials,1.054,0.0544143885596657
2011,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2011,Iceland,J01X,Other antibacterials,1.042,0.0537996067503889
2012,Iceland,J01A,Tetracyclines,4.78,0.2491628810280699
2012,Iceland,J01B,Amphenicols,0.0,0.0
2012,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.606,0.5007953073374101
2012,Iceland,J01D,Other beta-lactam antibacterials,0.689,0.0358813684019989
2012,Iceland,J01E,Sulfonamides and trimethoprim,0.486,0.0253029206000188
2012,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.66,0.0865196892133907
2012,Iceland,J01G,Aminoglycoside antibacterials,0.024,0.0012413154836928
2012,Iceland,J01M,Quinolone antibacterials,1.012,0.0527206131983794
2012,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2012,Iceland,J01X,Other antibacterials,0.928,0.0483759047370392
2013,Iceland,J01A,Tetracyclines,4.667,0.2445574821113848
2013,Iceland,J01B,Amphenicols,0.0,0.0
2013,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.226,0.4834743593720916
2013,Iceland,J01D,Other beta-lactam antibacterials,0.765,0.0400456899630908
2013,Iceland,J01E,Sulfonamides and trimethoprim,0.453,0.0237153588874597
2013,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.71,0.0895801646406597
2013,Iceland,J01G,Aminoglycoside antibacterials,0.022,0.001137427913115
2013,Iceland,J01M,Quinolone antibacterials,1.124,0.0588698206023856
2013,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2013,Iceland,J01X,Other antibacterials,1.119,0.0586196965098125
2017,Iceland,J01A,Tetracyclines,5.219,0.2519242566169873
2017,Iceland,J01B,Amphenicols,0.0,0.0
2017,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.773,0.4718305323590763
2017,Iceland,J01D,Other beta-lactam antibacterials,0.891,0.0429971040919197
2017,Iceland,J01E,Sulfonamides and trimethoprim,0.535,0.025789861801523
2017,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.841,0.0888723010848333
2017,Iceland,J01G,Aminoglycoside antibacterials,0.026,0.0012285714534009
2017,Iceland,J01M,Quinolone antibacterials,0.913,0.0440453994496316
2017,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2017,Iceland,J01X,Other antibacterials,1.519,0.0733119731426275
2018,Iceland,J01A,Tetracyclines,5.225000000000001,0.2563707776966622
2018,Iceland,J01B,Amphenicols,0.0,0.0
2018,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.747,0.4782234708725263
2018,Iceland,J01D,Other beta-lactam antibacterials,0.862,0.0422745797851528
2018,Iceland,J01E,Sulfonamides and trimethoprim,0.5680000000000001,0.0278256385988916
2018,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.792,0.0878836061032123
2018,Iceland,J01G,Aminoglycoside antibacterials,0.027,0.0012992834926765
2018,Iceland,J01M,Quinolone antibacterials,0.907,0.0444674978927554
2018,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2018,Iceland,J01X,Other antibacterials,1.257,0.0616551455581227
2019,Iceland,J01A,Tetracyclines,5.346,0.2770932005143893
2019,Iceland,J01B,Amphenicols,0.0,0.0
2019,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.085,0.4709010687968789
2019,Iceland,J01D,Other beta-lactam antibacterials,0.799,0.0414009499863772
2019,Iceland,J01E,Sulfonamides and trimethoprim,0.5730000000000001,0.0296868669401174
2019,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.567,0.0812027790460574
2019,Iceland,J01G,Aminoglycoside antibacterials,0.026,0.0013186825263135
2019,Iceland,J01M,Quinolone antibacterials,0.616,0.0319164299787302
2019,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2019,Iceland,J01X,Other antibacterials,1.283,0.066480022211136
2020,Iceland,J01A,Tetracyclines,4.841,0.293633482579798
2020,Iceland,J01B,Amphenicols,0.0,0.0
2020,Iceland,J01C,"Beta-lactam antibacterials, penicillins",7.432,0.4507732323950394
2020,Iceland,J01D,Other beta-lactam antibacterials,0.754,0.0457195686911423
2020,Iceland,J01E,Sulfonamides and trimethoprim,0.536,0.0324811225948019
2020,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.293,0.0784173550330284
2020,Iceland,J01G,Aminoglycoside antibacterials,0.032,0.0019320195050749
2020,Iceland,J01M,Quinolone antibacterials,0.532,0.0322417127936424
2020,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2020,Iceland,J01X,Other antibacterials,1.069,0.0648015064074724
2021,Iceland,J01A,Tetracyclines,4.437,0.2648437042971021
2021,Iceland,J01B,Amphenicols,0.0,0.0
2021,Iceland,J01C,"Beta-lactam antibacterials, penicillins",7.95,0.4745271969923986
2021,Iceland,J01D,Other beta-lactam antibacterials,0.8290000000000002,0.0494498639583291
2021,Iceland,J01E,Sulfonamides and trimethoprim,0.5630000000000001,0.0335975172245827
2021,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.193,0.071159165770268
2021,Iceland,J01G,Aminoglycoside antibacterials,0.022,0.0013093190036902
2021,Iceland,J01M,Quinolone antibacterials,0.496,0.0296067625663941
2021,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2021,Iceland,J01X,Other antibacterials,1.265,0.0755064701872348
2022,Iceland,J01A,Tetracyclines,4.648,0.2498159746922666
2022,Iceland,J01B,Amphenicols,0.0,0.0
2022,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.13,0.4907647061258428
2022,Iceland,J01D,Other beta-lactam antibacterials,1.038,0.0557667776704957
2022,Iceland,J01E,Sulfonamides and trimethoprim,0.553,0.0297234268826448
2022,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.39,0.0747004861450567
2022,Iceland,J01G,Aminoglycoside antibacterials,0.021,0.0010961688599989
2022,Iceland,J01M,Quinolone antibacterials,0.505,0.0271274779713925
2022,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2022,Iceland,J01X,Other antibacterials,1.321,0.0710049816523018
2023,Iceland,J01A,Tetracyclines,4.133,0.2230363013398855
2023,Iceland,J01B,Amphenicols,0.0,0.0
2023,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.131,0.4927441195341553
2023,Iceland,J01D,Other beta-lactam antibacterials,1.238,0.066803339710965
2023,Iceland,J01E,Sulfonamides and trimethoprim,0.582,0.0313641215017895
2023,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.479,0.0798024076481498
2023,Iceland,J01G,Aminoglycoside antibacterials,0.029,0.0015501460426024
2023,Iceland,J01M,Quinolone antibacterials,0.471,0.0253812938862432
2023,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2023,Iceland,J01X,Other antibacterials,1.47,0.0793182703362091
2024,Iceland,J01A,Tetracyclines,4.834000000000001,0.2436597555597438
2024,Iceland,J01B,Amphenicols,0.0,0.0
2024,Iceland,J01C,"Beta-lactam antibacterials, penicillins",9.384,0.4729903381542672
2024,Iceland,J01D,Other beta-lactam antibacterials,1.054,0.0530841746541039
2024,Iceland,J01E,Sulfonamides and trimethoprim,0.635,0.0319633759505294
2024,Iceland,J01F,"Macrolides, lincosamides and streptogramins",1.814,0.0914227648403116
2024,Iceland,J01G,Aminoglycoside antibacterials,0.029,0.0014579695319451
2024,Iceland,J01M,Quinolone antibacterials,0.449,0.0226025098912223
2024,Iceland,J01R,Combinations of antibacterials,0.0,0.0
2024,Iceland,J01X,Other antibacterials,1.644,0.0828191114178763
2004,Ireland,J01A,Tetracyclines,3.852,0.2110499841542096
2004,Ireland,J01B,Amphenicols,0.001,1.643754194312786e-07
2004,Ireland,J01C,"Beta-lactam antibacterials, penicillins",7.443,0.4077962384767352
2004,Ireland,J01D,Other beta-lactam antibacterials,1.968,0.1078220563759472
2004,Ireland,J01E,Sulfonamides and trimethoprim,0.86,0.0470960780901592
2004,Ireland,J01F,"Macrolides, lincosamides and streptogramins",2.985,0.1635071336740361
2004,Ireland,J01G,Aminoglycoside antibacterials,0.039,0.0021117858052401
2004,Ireland,J01M,Quinolone antibacterials,0.803,0.0439557404937311
2004,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2004,Ireland,J01X,Other antibacterials,0.305,0.016660818554522
2005,Ireland,J01A,Tetracyclines,3.278,0.1783754057213514
2005,Ireland,J01B,Amphenicols,0.001,3.26536298863436e-07
2005,Ireland,J01C,"Beta-lactam antibacterials, penicillins",7.734,0.4208849351390065
2005,Ireland,J01D,Other beta-lactam antibacterials,1.874,0.1019551360894448
2005,Ireland,J01E,Sulfonamides and trimethoprim,0.935,0.0508629810151795
2005,Ireland,J01F,"Macrolides, lincosamides and streptogramins",3.234,0.1759625745863329
2005,Ireland,J01G,Aminoglycoside antibacterials,0.037,0.0019889870190936
2005,Ireland,J01M,Quinolone antibacterials,0.909,0.0494473373141736
2005,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2005,Ireland,J01X,Other antibacterials,0.378,0.0205223165791186
2006,Ireland,J01A,Tetracyclines,3.386,0.1682447426452685
2006,Ireland,J01B,Amphenicols,0.001,6.906784250941856e-06
2006,Ireland,J01C,"Beta-lactam antibacterials, penicillins",8.412,0.4179824339110187
2006,Ireland,J01D,Other beta-lactam antibacterials,2.029,0.1007755473999187
2006,Ireland,J01E,Sulfonamides and trimethoprim,0.988,0.0490875591424457
2006,Ireland,J01F,"Macrolides, lincosamides and streptogramins",3.845,0.1910108948310421
2006,Ireland,J01G,Aminoglycoside antibacterials,0.078,0.0038647184566169
2006,Ireland,J01M,Quinolone antibacterials,1.138,0.0564993833583269
2006,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2006,Ireland,J01X,Other antibacterials,0.253,0.0125278134711112
2007,Ireland,J01A,Tetracyclines,3.332,0.1615934942441816
2007,Ireland,J01B,Amphenicols,0.001,2.570471164454478e-06
2007,Ireland,J01C,"Beta-lactam antibacterials, penicillins",8.823,0.4278922214050603
2007,Ireland,J01D,Other beta-lactam antibacterials,2.043,0.0990627577139839
2007,Ireland,J01E,Sulfonamides and trimethoprim,0.722,0.0349834820552983
2007,Ireland,J01F,"Macrolides, lincosamides and streptogramins",4.288,0.2079475282446282
2007,Ireland,J01G,Aminoglycoside antibacterials,0.043,0.0020758737128486
2007,Ireland,J01M,Quinolone antibacterials,1.161,0.0563030668921956
2007,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2007,Ireland,J01X,Other antibacterials,0.21,0.0101390052606389
2008,Ireland,J01A,Tetracyclines,3.209,0.1547608648034244
2008,Ireland,J01B,Amphenicols,0.001,1.881228040581851e-06
2008,Ireland,J01C,"Beta-lactam antibacterials, penicillins",8.898,0.4291878511836711
2008,Ireland,J01D,Other beta-lactam antibacterials,1.685,0.0812643724013427
2008,Ireland,J01E,Sulfonamides and trimethoprim,1.04,0.0501209798458251
2008,Ireland,J01F,"Macrolides, lincosamides and streptogramins",4.347,0.2096381197386212
2008,Ireland,J01G,Aminoglycoside antibacterials,0.123,0.0059325732175159
2008,Ireland,J01M,Quinolone antibacterials,1.195,0.0576009837182607
2008,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2008,Ireland,J01X,Other antibacterials,0.239,0.0114923738632981
2009,Ireland,J01A,Tetracyclines,2.757,0.1448942769814153
2009,Ireland,J01B,Amphenicols,0.001,4.467728728131717e-06
2009,Ireland,J01C,"Beta-lactam antibacterials, penicillins",8.322000000000001,0.4374144002886258
2009,Ireland,J01D,Other beta-lactam antibacterials,1.437,0.0754843793223633
2009,Ireland,J01E,Sulfonamides and trimethoprim,1.169,0.0614017830022054
2009,Ireland,J01F,"Macrolides, lincosamides and streptogramins",3.987,0.2095389477405566
2009,Ireland,J01G,Aminoglycoside antibacterials,0.115,0.0060141936062386
2009,Ireland,J01M,Quinolone antibacterials,1.039,0.0545740422753311
2009,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2009,Ireland,J01X,Other antibacterials,0.204,0.0106735090545355
2010,Ireland,J01A,Tetracyclines,2.617,0.1404980708643851
2010,Ireland,J01B,Amphenicols,0.001,4.348951024959167e-06
2010,Ireland,J01C,"Beta-lactam antibacterials, penicillins",8.52,0.4574332995743773
2010,Ireland,J01D,Other beta-lactam antibacterials,1.356,0.0727667559311235
2010,Ireland,J01E,Sulfonamides and trimethoprim,0.876,0.0470327778291121
2010,Ireland,J01F,"Macrolides, lincosamides and streptogramins",3.923,0.2106138995374058
2010,Ireland,J01G,Aminoglycoside antibacterials,0.071,0.0037649030095331
2010,Ireland,J01M,Quinolone antibacterials,1.027,0.0550968605352076
2010,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2010,Ireland,J01X,Other antibacterials,0.239,0.0127890837678302
2011,Ireland,J01A,Tetracyclines,2.807,0.137197272973307
2011,Ireland,J01B,Amphenicols,0.001,5.084234024945599e-06
2011,Ireland,J01C,"Beta-lactam antibacterials, penicillins",9.599,0.4692519214493666
2011,Ireland,J01D,Other beta-lactam antibacterials,1.351,0.0660405334691215
2011,Ireland,J01E,Sulfonamides and trimethoprim,0.912,0.0445808616134073
2011,Ireland,J01F,"Macrolides, lincosamides and streptogramins",4.445,0.2172829540494751
2011,Ireland,J01G,Aminoglycoside antibacterials,0.067,0.0032290263613623
2011,Ireland,J01M,Quinolone antibacterials,1.046,0.0511252974276904
2011,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2011,Ireland,J01X,Other antibacterials,0.231,0.0112870484222448
2012,Ireland,J01A,Tetracyclines,2.952,0.1425829876420645
2012,Ireland,J01B,Amphenicols,0.001,5.023786663739989e-06
2012,Ireland,J01C,"Beta-lactam antibacterials, penicillins",9.763,0.4716046399693627
2012,Ireland,J01D,Other beta-lactam antibacterials,1.384,0.0668095515323612
2012,Ireland,J01E,Sulfonamides and trimethoprim,0.909,0.0438900223539184
2012,Ireland,J01F,"Macrolides, lincosamides and streptogramins",4.428,0.2138813408641184
2012,Ireland,J01G,Aminoglycoside antibacterials,0.068,0.0032657028596359
2012,Ireland,J01M,Quinolone antibacterials,0.986,0.0476225992337952
2012,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2012,Ireland,J01X,Other antibacterials,0.215,0.0103381317580799
2013,Ireland,J01A,Tetracyclines,2.986,0.1400893868873798
2013,Ireland,J01B,Amphenicols,0.001,5.771982207090557e-06
2013,Ireland,J01C,"Beta-lactam antibacterials, penicillins",10.15,0.4763047694827511
2013,Ireland,J01D,Other beta-lactam antibacterials,1.517,0.0711801315045253
2013,Ireland,J01E,Sulfonamides and trimethoprim,0.707,0.0331409855457833
2013,Ireland,J01F,"Macrolides, lincosamides and streptogramins",4.655,0.2184110089626683
2013,Ireland,J01G,Aminoglycoside antibacterials,0.071,0.0033062664909168
2013,Ireland,J01M,Quinolone antibacterials,0.98,0.0459596664207239
2013,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2013,Ireland,J01X,Other antibacterials,0.248,0.0116020127230442
2014,Ireland,J01A,Tetracyclines,2.748,0.1329764652110206
2014,Ireland,J01B,Amphenicols,0.001,5.710870807131891e-06
2014,Ireland,J01C,"Beta-lactam antibacterials, penicillins",10.25,0.496023298029827
2014,Ireland,J01D,Other beta-lactam antibacterials,1.274,0.0616486083769376
2014,Ireland,J01E,Sulfonamides and trimethoprim,0.728,0.0352135681772468
2014,Ireland,J01F,"Macrolides, lincosamides and streptogramins",4.424,0.2140863661767772
2014,Ireland,J01G,Aminoglycoside antibacterials,0.062,0.0029696044224983
2014,Ireland,J01M,Quinolone antibacterials,0.94,0.0454579508582471
2014,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2014,Ireland,J01X,Other antibacterials,0.241,0.0116184278766382
2015,Ireland,J01A,Tetracyclines,2.611,0.1144507014868938
2015,Ireland,J01B,Amphenicols,0.001,5.481239930140063e-06
2015,Ireland,J01C,"Beta-lactam antibacterials, penicillins",12.139,0.5322911026014009
2015,Ireland,J01D,Other beta-lactam antibacterials,1.34,0.0587324505496784
2015,Ireland,J01E,Sulfonamides and trimethoprim,0.906,0.039686764239461
2015,Ireland,J01F,"Macrolides, lincosamides and streptogramins",4.468,0.1959087674362079
2015,Ireland,J01G,Aminoglycoside antibacterials,0.088,0.0038444539871613
2015,Ireland,J01M,Quinolone antibacterials,1.033,0.0452540377115446
2015,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2015,Ireland,J01X,Other antibacterials,0.225,0.0098262407477218
2016,Ireland,J01A,Tetracyclines,2.579,0.1170196072950522
2016,Ireland,J01B,Amphenicols,0.001,1.470220413266252e-05
2016,Ireland,J01C,"Beta-lactam antibacterials, penicillins",11.035,0.5007112418135042
2016,Ireland,J01D,Other beta-lactam antibacterials,1.34,0.0607748279388344
2016,Ireland,J01E,Sulfonamides and trimethoprim,1.152,0.0522616618427706
2016,Ireland,J01F,"Macrolides, lincosamides and streptogramins",4.648,0.2109117853231345
2016,Ireland,J01G,Aminoglycoside antibacterials,0.089,0.0040140193684296
2016,Ireland,J01M,Quinolone antibacterials,0.976,0.0442554041490709
2016,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2016,Ireland,J01X,Other antibacterials,0.222,0.0100367500650708
2017,Ireland,J01A,Tetracyclines,2.825,0.1352490045735319
2017,Ireland,J01B,Amphenicols,0.001,5.410707147821859e-06
2017,Ireland,J01C,"Beta-lactam antibacterials, penicillins",10.272,0.4918283478535006
2017,Ireland,J01D,Other beta-lactam antibacterials,1.264,0.0604979306199866
2017,Ireland,J01E,Sulfonamides and trimethoprim,0.899,0.0430178990023039
2017,Ireland,J01F,"Macrolides, lincosamides and streptogramins",4.41,0.2111537083263026
2017,Ireland,J01G,Aminoglycoside antibacterials,0.101,0.004834538660125
2017,Ireland,J01M,Quinolone antibacterials,0.902,0.0431664300958662
2017,Ireland,J01R,Combinations of antibacterials,0.0,0.0
2017,Ireland,J01X,Other antibacterials,0.214,0.0102467301612352
2018,Ireland,J01A,Tetracyclines,2.647,0.1185666712855214
2018,Ireland,J01B,Amphenicols,0.001,7.839956999403852e-06
2018,Ireland,J01C,"Beta-lactam antibacterials, penicillins",10.505,0.4706055596226266
