Year,Country,atc_level,Name,ddd,Percent
2014,Cyprus,J01D,Other beta-lactam antibacterials,4.461,0.2040929939020947
2014,Cyprus,J01E,Sulfonamides and trimethoprim,0.004,0.0001439570921838
2014,Cyprus,J01F,"Macrolides, lincosamides and streptogramins",2.457,0.1124174935047713
2014,Cyprus,J01G,Aminoglycoside antibacterials,0.057,0.0025888024444701
2014,Cyprus,J01M,Quinolone antibacterials,3.211,0.146897367745027
2014,Cyprus,J01R,Combinations of antibacterials,0.0,0.0
2014,Cyprus,J01X,Other antibacterials,0.5680000000000001,0.0259787183279525
2015,Cyprus,J01A,Tetracyclines,3.549,0.1367077622284621
2015,Cyprus,J01B,Amphenicols,0.0,0.0
2015,Cyprus,J01C,"Beta-lactam antibacterials, penicillins",8.81,0.3393781081915327
2015,Cyprus,J01D,Other beta-lactam antibacterials,5.162,0.1988619228266218
2015,Cyprus,J01E,Sulfonamides and trimethoprim,0.006,0.000211624010283
2015,Cyprus,J01F,"Macrolides, lincosamides and streptogramins",3.213,0.1237740794066607
2015,Cyprus,J01G,Aminoglycoside antibacterials,0.063,0.0024043769994096
2015,Cyprus,J01M,Quinolone antibacterials,4.482,0.1726708221459884
2015,Cyprus,J01R,Combinations of antibacterials,0.0,0.0
2015,Cyprus,J01X,Other antibacterials,0.675,0.0259913041910415
2016,Cyprus,J01A,Tetracyclines,3.774,0.1354164176746402
2016,Cyprus,J01B,Amphenicols,0.0,0.0
2016,Cyprus,J01C,"Beta-lactam antibacterials, penicillins",8.589,0.3082309173049297
2016,Cyprus,J01D,Other beta-lactam antibacterials,5.077,0.1822054200907333
2016,Cyprus,J01E,Sulfonamides and trimethoprim,0.007,0.0002222713686123
2016,Cyprus,J01F,"Macrolides, lincosamides and streptogramins",2.736,0.0981932671981798
2016,Cyprus,J01G,Aminoglycoside antibacterials,0.068,0.0024360841505834
2016,Cyprus,J01M,Quinolone antibacterials,6.893,0.2473837263764441
2016,Cyprus,J01R,Combinations of antibacterials,0.0,0.0
2016,Cyprus,J01X,Other antibacterials,0.722,0.025911895835877
2017,Cyprus,J01A,Tetracyclines,3.444,0.1213623580583362
2017,Cyprus,J01B,Amphenicols,0.0,0.0
2017,Cyprus,J01C,"Beta-lactam antibacterials, penicillins",9.168,0.3230561698449277
2017,Cyprus,J01D,Other beta-lactam antibacterials,5.705,0.2010384314427512
2017,Cyprus,J01E,Sulfonamides and trimethoprim,0.285,0.0100117293981851
2017,Cyprus,J01F,"Macrolides, lincosamides and streptogramins",2.843,0.1001829095426768
2017,Cyprus,J01G,Aminoglycoside antibacterials,0.072,0.0025354670254496
2017,Cyprus,J01M,Quinolone antibacterials,6.099,0.2148894111743441
2017,Cyprus,J01R,Combinations of antibacterials,0.0,0.0
2017,Cyprus,J01X,Other antibacterials,0.765,0.0269235235133291
2018,Cyprus,J01A,Tetracyclines,3.748,0.1360872521405709
2018,Cyprus,J01B,Amphenicols,0.0,0.0
2018,Cyprus,J01C,"Beta-lactam antibacterials, penicillins",8.74,0.317377765690575
2018,Cyprus,J01D,Other beta-lactam antibacterials,5.788,0.2101656651691261
2018,Cyprus,J01E,Sulfonamides and trimethoprim,0.26,0.0094075486776321
2018,Cyprus,J01F,"Macrolides, lincosamides and streptogramins",2.992,0.1086382581006037
2018,Cyprus,J01G,Aminoglycoside antibacterials,0.082,0.0029453901704144
2018,Cyprus,J01M,Quinolone antibacterials,5.211,0.1892109682964284
2018,Cyprus,J01R,Combinations of antibacterials,0.0,0.0
2018,Cyprus,J01X,Other antibacterials,0.721,0.0261671517546491
2019,Cyprus,J01A,Tetracyclines,3.725,0.1256791753397783
2019,Cyprus,J01B,Amphenicols,0.0,0.0
2019,Cyprus,J01C,"Beta-lactam antibacterials, penicillins",9.57,0.3229176129419001
2019,Cyprus,J01D,Other beta-lactam antibacterials,6.294,0.212370180036723
2019,Cyprus,J01E,Sulfonamides and trimethoprim,0.189,0.0063648075105761
2019,Cyprus,J01F,"Macrolides, lincosamides and streptogramins",3.127,0.1054905942997662
2019,Cyprus,J01G,Aminoglycoside antibacterials,0.076,0.0025378173764951
2019,Cyprus,J01M,Quinolone antibacterials,5.726,0.1932089417559692
2019,Cyprus,J01R,Combinations of antibacterials,0.0,0.0
2019,Cyprus,J01X,Other antibacterials,0.932,0.0314308707387918
2020,Cyprus,J01A,Tetracyclines,3.292,0.1156400900634107
2020,Cyprus,J01B,Amphenicols,0.0,0.0
2020,Cyprus,J01C,"Beta-lactam antibacterials, penicillins",8.182,0.2874118699371036
2020,Cyprus,J01D,Other beta-lactam antibacterials,6.09,0.213937275571287
2020,Cyprus,J01E,Sulfonamides and trimethoprim,0.282,0.0098934644026174
2020,Cyprus,J01F,"Macrolides, lincosamides and streptogramins",2.58,0.0906295916352065
2020,Cyprus,J01G,Aminoglycoside antibacterials,0.091,0.0031931943346357
2020,Cyprus,J01M,Quinolone antibacterials,7.224,0.2537559501339239
2020,Cyprus,J01R,Combinations of antibacterials,0.0,0.0
2020,Cyprus,J01X,Other antibacterials,0.727,0.0255385639218151
2021,Cyprus,J01A,Tetracyclines,3.808,0.1552319063781286
2021,Cyprus,J01B,Amphenicols,0.0,0.0
2021,Cyprus,J01C,"Beta-lactam antibacterials, penicillins",7.233,0.2948194571607703
2021,Cyprus,J01D,Other beta-lactam antibacterials,5.052,0.2059339562725072
2021,Cyprus,J01E,Sulfonamides and trimethoprim,0.2,0.0081236736181373
2021,Cyprus,J01F,"Macrolides, lincosamides and streptogramins",2.714,0.1106026166054245
2021,Cyprus,J01G,Aminoglycoside antibacterials,0.085,0.0034551763440737
2021,Cyprus,J01M,Quinolone antibacterials,4.600000000000001,0.1874931821016819
2021,Cyprus,J01R,Combinations of antibacterials,0.0,0.0
2021,Cyprus,J01X,Other antibacterials,0.843,0.0343400315192764
2022,Cyprus,J01A,Tetracyclines,1.534,0.0469637330130415
2022,Cyprus,J01B,Amphenicols,0.0,0.0
2022,Cyprus,J01C,"Beta-lactam antibacterials, penicillins",15.19,0.4652998452497785
2022,Cyprus,J01D,Other beta-lactam antibacterials,6.308,0.1932094012260668
2022,Cyprus,J01E,Sulfonamides and trimethoprim,0.186,0.0056925142873457
2022,Cyprus,J01F,"Macrolides, lincosamides and streptogramins",3.685,0.1128780269512172
2022,Cyprus,J01G,Aminoglycoside antibacterials,0.09,0.0027322683926869
2022,Cyprus,J01M,Quinolone antibacterials,4.442,0.1360684118760043
2022,Cyprus,J01R,Combinations of antibacterials,0.0,0.0
2022,Cyprus,J01X,Other antibacterials,1.213,0.037155799003859
2024,Cyprus,J01A,Tetracyclines,1.49,0.0664384508715872
2024,Cyprus,J01B,Amphenicols,0.0,0.0
2024,Cyprus,J01C,"Beta-lactam antibacterials, penicillins",7.086,0.3159177886278278
2024,Cyprus,J01D,Other beta-lactam antibacterials,5.398,0.2406558032297802
2024,Cyprus,J01E,Sulfonamides and trimethoprim,0.196,0.0087186150703132
2024,Cyprus,J01F,"Macrolides, lincosamides and streptogramins",2.548,0.1135950422012093
2024,Cyprus,J01G,Aminoglycoside antibacterials,0.065,0.002865108225556
2024,Cyprus,J01M,Quinolone antibacterials,4.603,0.2052205834582995
2024,Cyprus,J01R,Combinations of antibacterials,0.0,0.0
2024,Cyprus,J01X,Other antibacterials,1.045,0.0465886083154264
2019,Czechia,J01A,Tetracyclines,2.0,0.1181978280428093
2019,Czechia,J01B,Amphenicols,0.002,0.0001083389807908
2019,Czechia,J01C,"Beta-lactam antibacterials, penicillins",6.018,0.3556723819764127
2019,Czechia,J01D,Other beta-lactam antibacterials,2.543,0.1502684714415964
2019,Czechia,J01E,Sulfonamides and trimethoprim,0.896,0.0529552427023678
2019,Czechia,J01F,"Macrolides, lincosamides and streptogramins",3.598,0.2126269820920925
2019,Czechia,J01G,Aminoglycoside antibacterials,0.087,0.0051383293148023
2019,Czechia,J01M,Quinolone antibacterials,0.686,0.0404957279687983
2019,Czechia,J01R,Combinations of antibacterials,0.0,0.0
2019,Czechia,J01X,Other antibacterials,1.092,0.0645366974803296
2020,Czechia,J01A,Tetracyclines,1.819,0.1359206382607323
2020,Czechia,J01B,Amphenicols,0.002,0.0001079779004732
2020,Czechia,J01C,"Beta-lactam antibacterials, penicillins",4.474,0.3342723798956955
2020,Czechia,J01D,Other beta-lactam antibacterials,1.906,0.1424096243654337
2020,Czechia,J01E,Sulfonamides and trimethoprim,0.778,0.0581202071262724
2020,Czechia,J01F,"Macrolides, lincosamides and streptogramins",2.733,0.2041865834208116
2020,Czechia,J01G,Aminoglycoside antibacterials,0.083,0.0061793996398843
2020,Czechia,J01M,Quinolone antibacterials,0.596,0.0445315806589685
2020,Czechia,J01R,Combinations of antibacterials,0.0,0.0
2020,Czechia,J01X,Other antibacterials,0.994,0.0742716087317281
2021,Czechia,J01A,Tetracyclines,1.563,0.1139000802395056
2021,Czechia,J01B,Amphenicols,0.002,0.0001108687209379
2021,Czechia,J01C,"Beta-lactam antibacterials, penicillins",4.673,0.3405516815891154
2021,Czechia,J01D,Other beta-lactam antibacterials,2.009,0.1463909570776959
2021,Czechia,J01E,Sulfonamides and trimethoprim,0.754,0.0549545124808585
2021,Czechia,J01F,"Macrolides, lincosamides and streptogramins",2.838,0.2068488879014453
2021,Czechia,J01G,Aminoglycoside antibacterials,0.077,0.0055526204379817
2021,Czechia,J01M,Quinolone antibacterials,0.598,0.0435171756860302
2021,Czechia,J01R,Combinations of antibacterials,0.0,0.0
2021,Czechia,J01X,Other antibacterials,1.21,0.0881732158664292
2022,Czechia,J01A,Tetracyclines,1.769,0.1035394889987858
2022,Czechia,J01B,Amphenicols,0.002,7.598975039942917e-05
2022,Czechia,J01C,"Beta-lactam antibacterials, penicillins",6.054,0.35438241613568
2022,Czechia,J01D,Other beta-lactam antibacterials,2.513,0.1470956079270775
2022,Czechia,J01E,Sulfonamides and trimethoprim,0.89,0.0520920862295156
2022,Czechia,J01F,"Macrolides, lincosamides and streptogramins",3.961,0.2318865872294716
2022,Czechia,J01G,Aminoglycoside antibacterials,0.074,0.004283351377484
2022,Czechia,J01M,Quinolone antibacterials,0.628,0.0367435616981449
2022,Czechia,J01R,Combinations of antibacterials,0.0,0.0
2022,Czechia,J01X,Other antibacterials,1.194,0.069900910653441
2023,Czechia,J01A,Tetracyclines,1.689,0.0924832173899806
2023,Czechia,J01B,Amphenicols,0.002,6.625543034435192e-05
2023,Czechia,J01C,"Beta-lactam antibacterials, penicillins",6.975,0.381889565448702
2023,Czechia,J01D,Other beta-lactam antibacterials,2.972,0.1627292506335607
2023,Czechia,J01E,Sulfonamides and trimethoprim,0.899,0.0491803655700863
2023,Czechia,J01F,"Macrolides, lincosamides and streptogramins",3.857,0.2111620249718359
2023,Czechia,J01G,Aminoglycoside antibacterials,0.073,0.0039553944350038
2023,Czechia,J01M,Quinolone antibacterials,0.514,0.0281213234396271
2023,Czechia,J01R,Combinations of antibacterials,0.0,0.0
2023,Czechia,J01X,Other antibacterials,1.286,0.0704126026808589
2024,Czechia,J01A,Tetracyclines,1.879,0.1019434983926194
2024,Czechia,J01B,Amphenicols,0.001,3.180137879056426e-05
2024,Czechia,J01C,"Beta-lactam antibacterials, penicillins",6.528,0.3542311625943717
2024,Czechia,J01D,Other beta-lactam antibacterials,2.224,0.1206899227725766
2024,Czechia,J01E,Sulfonamides and trimethoprim,0.848,0.0459764906407891
2024,Czechia,J01F,"Macrolides, lincosamides and streptogramins",4.879,0.264758417515635
2024,Czechia,J01G,Aminoglycoside antibacterials,0.063,0.0033770242310225
2024,Czechia,J01M,Quinolone antibacterials,0.511,0.0276931941901811
2024,Czechia,J01R,Combinations of antibacterials,0.0,0.0
2024,Czechia,J01X,Other antibacterials,1.499,0.0812984882840138
2000,Denmark,J01A,Tetracyclines,1.0,0.0750664525601138
2000,Denmark,J01B,Amphenicols,0.001,6.760943262765113e-06
2000,Denmark,J01C,"Beta-lactam antibacterials, penicillins",8.019,0.6023924574315989
2000,Denmark,J01D,Other beta-lactam antibacterials,0.196,0.014700769665781
2000,Denmark,J01E,Sulfonamides and trimethoprim,0.8250000000000002,0.0619244559243591
2000,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.145,0.1611219169347506
2000,Denmark,J01G,Aminoglycoside antibacterials,0.065,0.0048097350371311
2000,Denmark,J01M,Quinolone antibacterials,0.213,0.0159688972571003
2000,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2000,Denmark,J01X,Other antibacterials,0.853,0.0640085542459024
2001,Denmark,J01A,Tetracyclines,1.001,0.0724226671466756
2001,Denmark,J01B,Amphenicols,0.001,1.59262977272232e-06
2001,Denmark,J01C,"Beta-lactam antibacterials, penicillins",8.46,0.6124151571733745
2001,Denmark,J01D,Other beta-lactam antibacterials,0.21,0.0151527864035169
2001,Denmark,J01E,Sulfonamides and trimethoprim,0.8320000000000001,0.0601684669295133
2001,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.203,0.1594257150780993
2001,Denmark,J01G,Aminoglycoside antibacterials,0.055,0.0039594947917748
2001,Denmark,J01M,Quinolone antibacterials,0.24,0.0173233959992126
2001,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2001,Denmark,J01X,Other antibacterials,0.817,0.0591307238480599
2002,Denmark,J01A,Tetracyclines,1.048,0.0731938254292494
2002,Denmark,J01B,Amphenicols,0.0,0.0
2002,Denmark,J01C,"Beta-lactam antibacterials, penicillins",8.757,0.6117767880055611
2002,Denmark,J01D,Other beta-lactam antibacterials,0.227,0.0158329940690288
2002,Denmark,J01E,Sulfonamides and trimethoprim,0.843,0.0588731105854445
2002,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.258,0.157727264756041
2002,Denmark,J01G,Aminoglycoside antibacterials,0.065,0.0044869523734399
2002,Denmark,J01M,Quinolone antibacterials,0.264,0.0184066285130274
2002,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2002,Denmark,J01X,Other antibacterials,0.855,0.0597024362682076
2003,Denmark,J01A,Tetracyclines,1.083,0.0741814848317853
2003,Denmark,J01B,Amphenicols,0.0,0.0
2003,Denmark,J01C,"Beta-lactam antibacterials, penicillins",8.947000000000001,0.6131155556106875
2003,Denmark,J01D,Other beta-lactam antibacterials,0.229,0.0156570343539002
2003,Denmark,J01E,Sulfonamides and trimethoprim,0.851,0.0583224803819325
2003,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.232,0.1529482459681882
2003,Denmark,J01G,Aminoglycoside antibacterials,0.06,0.0041022477208802
2003,Denmark,J01M,Quinolone antibacterials,0.342,0.023428599664635
2003,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2003,Denmark,J01X,Other antibacterials,0.85,0.0582443514679909
2004,Denmark,J01A,Tetracyclines,1.182,0.0778005941926538
2004,Denmark,J01B,Amphenicols,0.0,0.0
2004,Denmark,J01C,"Beta-lactam antibacterials, penicillins",9.265,0.6101415781153133
2004,Denmark,J01D,Other beta-lactam antibacterials,0.246,0.0161719736892536
2004,Denmark,J01E,Sulfonamides and trimethoprim,0.862,0.0567112594331738
2004,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.33,0.15342041415415
2004,Denmark,J01G,Aminoglycoside antibacterials,0.067,0.0043474555833944
2004,Denmark,J01M,Quinolone antibacterials,0.399,0.026235211202864
2004,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2004,Denmark,J01X,Other antibacterials,0.838,0.0551715136291968
2005,Denmark,J01A,Tetracyclines,1.285,0.0815279826708673
2005,Denmark,J01B,Amphenicols,0.0,0.0
2005,Denmark,J01C,"Beta-lactam antibacterials, penicillins",9.512,0.6035548429280834
2005,Denmark,J01D,Other beta-lactam antibacterials,0.275,0.017387258599841
2005,Denmark,J01E,Sulfonamides and trimethoprim,0.884,0.0560650949152783
2005,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.428,0.1540474662692107
2005,Denmark,J01G,Aminoglycoside antibacterials,0.065,0.0040926724816256
2005,Denmark,J01M,Quinolone antibacterials,0.464,0.0294209695907632
2005,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2005,Denmark,J01X,Other antibacterials,0.85,0.0539037125443305
2006,Denmark,J01A,Tetracyclines,1.388,0.0849455061642856
2006,Denmark,J01B,Amphenicols,0.0,0.0
2006,Denmark,J01C,"Beta-lactam antibacterials, penicillins",9.867,0.6041224674580552
2006,Denmark,J01D,Other beta-lactam antibacterials,0.304,0.0185799849696668
2006,Denmark,J01E,Sulfonamides and trimethoprim,0.908,0.0555857819465297
2006,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.412,0.1476342042575004
2006,Denmark,J01G,Aminoglycoside antibacterials,0.057,0.0034688916555935
2006,Denmark,J01M,Quinolone antibacterials,0.528,0.0322889492763606
2006,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2006,Denmark,J01X,Other antibacterials,0.872,0.0533742142720078
2007,Denmark,J01A,Tetracyclines,1.485,0.08760450753763
2007,Denmark,J01B,Amphenicols,0.0,0.0
2007,Denmark,J01C,"Beta-lactam antibacterials, penicillins",10.44,0.6159886228816521
2007,Denmark,J01D,Other beta-lactam antibacterials,0.353,0.0208253615047846
2007,Denmark,J01E,Sulfonamides and trimethoprim,0.833,0.0491437747220109
2007,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.545,0.1501451435802413
2007,Denmark,J01G,Aminoglycoside antibacterials,0.046,0.002666615371607
2007,Denmark,J01M,Quinolone antibacterials,0.627,0.0369559269425392
2007,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2007,Denmark,J01X,Other antibacterials,0.622,0.0366700474595344
2009,Denmark,J01A,Tetracyclines,1.646,0.0988201165581751
2009,Denmark,J01B,Amphenicols,0.0,0.0
2009,Denmark,J01C,"Beta-lactam antibacterials, penicillins",10.089,0.6057090642335621
2009,Denmark,J01D,Other beta-lactam antibacterials,0.38,0.0227810555319862
2009,Denmark,J01E,Sulfonamides and trimethoprim,0.772,0.0463363356475813
2009,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.347,0.1408741106624204
2009,Denmark,J01G,Aminoglycoside antibacterials,0.036,0.0021106100649556
2009,Denmark,J01M,Quinolone antibacterials,0.729,0.0437490025741841
2009,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2009,Denmark,J01X,Other antibacterials,0.66,0.0396197047271349
2010,Denmark,J01A,Tetracyclines,1.722,0.0985937822081527
2010,Denmark,J01B,Amphenicols,0.0,0.0
2010,Denmark,J01C,"Beta-lactam antibacterials, penicillins",10.432,0.5974440755498772
2010,Denmark,J01D,Other beta-lactam antibacterials,0.374,0.0214197048730185
2010,Denmark,J01E,Sulfonamides and trimethoprim,0.785,0.0449318890373134
2010,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.471,0.141494876965322
2010,Denmark,J01G,Aminoglycoside antibacterials,0.021,0.0011880521689097
2010,Denmark,J01M,Quinolone antibacterials,0.713,0.0408282034638567
2010,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2010,Denmark,J01X,Other antibacterials,0.945,0.0540994157335496
2011,Denmark,J01A,Tetracyclines,1.761,0.0965283615668534
2011,Denmark,J01B,Amphenicols,0.0,0.0
2011,Denmark,J01C,"Beta-lactam antibacterials, penicillins",10.881,0.5965543510706032
2011,Denmark,J01D,Other beta-lactam antibacterials,0.372,0.0203512618507202
2011,Denmark,J01E,Sulfonamides and trimethoprim,0.754,0.0413240785843638
2011,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.745,0.1504852031995382
2011,Denmark,J01G,Aminoglycoside antibacterials,0.038,0.0020834370537509
2011,Denmark,J01M,Quinolone antibacterials,0.759,0.041578709924898
2011,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2011,Denmark,J01X,Other antibacterials,0.932,0.0510945967492723
2012,Denmark,J01A,Tetracyclines,1.8,0.1042096766786089
2012,Denmark,J01B,Amphenicols,0.0,0.0
2012,Denmark,J01C,"Beta-lactam antibacterials, penicillins",10.332,0.5983375739344604
2012,Denmark,J01D,Other beta-lactam antibacterials,0.323,0.0186965596951794
2012,Denmark,J01E,Sulfonamides and trimethoprim,0.762,0.0441237766344026
2012,Denmark,J01F,"Macrolides, lincosamides and streptogramins",2.344,0.1357483283104995
2012,Denmark,J01G,Aminoglycoside antibacterials,0.045,0.0026033177054735
2012,Denmark,J01M,Quinolone antibacterials,0.741,0.0428823778887279
2012,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2012,Denmark,J01X,Other antibacterials,0.923,0.0533983891526479
2013,Denmark,J01A,Tetracyclines,1.993,0.1141913980368929
2013,Denmark,J01B,Amphenicols,0.0,0.0
2013,Denmark,J01C,"Beta-lactam antibacterials, penicillins",10.729,0.6147397425144633
2013,Denmark,J01D,Other beta-lactam antibacterials,0.386,0.0221023021299855
2013,Denmark,J01E,Sulfonamides and trimethoprim,0.766,0.0438590203167946
2013,Denmark,J01F,"Macrolides, lincosamides and streptogramins",1.925,0.1102521651140602
2013,Denmark,J01G,Aminoglycoside antibacterials,0.054,0.0030600022771523
2013,Denmark,J01M,Quinolone antibacterials,0.7020000000000002,0.0401925987276482
2013,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2013,Denmark,J01X,Other antibacterials,0.901,0.0516027708830027
2014,Denmark,J01A,Tetracyclines,1.694,0.0993150964038178
2014,Denmark,J01B,Amphenicols,0.0,0.0
2014,Denmark,J01C,"Beta-lactam antibacterials, penicillins",10.704,0.6276010760936438
2014,Denmark,J01D,Other beta-lactam antibacterials,0.421,0.0246265213589625
2014,Denmark,J01E,Sulfonamides and trimethoprim,0.775,0.0454195925007415
2014,Denmark,J01F,"Macrolides, lincosamides and streptogramins",1.938,0.1135850109112115
2014,Denmark,J01G,Aminoglycoside antibacterials,0.041,0.0023484067473555
2014,Denmark,J01M,Quinolone antibacterials,0.678,0.0396976487143978
2014,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2014,Denmark,J01X,Other antibacterials,0.809,0.0474066472698694
2015,Denmark,J01A,Tetracyclines,1.644,0.0961350793474616
2015,Denmark,J01B,Amphenicols,0.0,0.0
2015,Denmark,J01C,"Beta-lactam antibacterials, penicillins",10.873,0.636168348814169
2015,Denmark,J01D,Other beta-lactam antibacterials,0.324,0.0189413391466453
2015,Denmark,J01E,Sulfonamides and trimethoprim,0.745,0.0435787185176218
2015,Denmark,J01F,"Macrolides, lincosamides and streptogramins",1.941,0.1135570531684835
2015,Denmark,J01G,Aminoglycoside antibacterials,0.041,0.002368508462206
2015,Denmark,J01M,Quinolone antibacterials,0.662,0.0387228110224431
2015,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2015,Denmark,J01X,Other antibacterials,0.864,0.0505281415209696
2016,Denmark,J01A,Tetracyclines,1.651,0.0970677876443047
2016,Denmark,J01B,Amphenicols,0.0,0.0
2016,Denmark,J01C,"Beta-lactam antibacterials, penicillins",10.788,0.6342404176478954
2016,Denmark,J01D,Other beta-lactam antibacterials,0.294,0.0172766821470188
2016,Denmark,J01E,Sulfonamides and trimethoprim,0.8320000000000001,0.0489134208579709
2016,Denmark,J01F,"Macrolides, lincosamides and streptogramins",1.907,0.1120863574229814
2016,Denmark,J01G,Aminoglycoside antibacterials,0.053,0.0030900144643603
2016,Denmark,J01M,Quinolone antibacterials,0.626,0.0367993647228944
2016,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2016,Denmark,J01X,Other antibacterials,0.86,0.0505259550925737
2017,Denmark,J01A,Tetracyclines,1.466,0.0902262615443788
2017,Denmark,J01B,Amphenicols,0.0,0.0
2017,Denmark,J01C,"Beta-lactam antibacterials, penicillins",10.518,0.6475530174373141
2017,Denmark,J01D,Other beta-lactam antibacterials,0.33,0.0202709937131886
2017,Denmark,J01E,Sulfonamides and trimethoprim,0.8240000000000002,0.0507246773890963
2017,Denmark,J01F,"Macrolides, lincosamides and streptogramins",1.749,0.1076700403324045
2017,Denmark,J01G,Aminoglycoside antibacterials,0.06,0.0036369784369064
2017,Denmark,J01M,Quinolone antibacterials,0.584,0.0359194642409553
2017,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2017,Denmark,J01X,Other antibacterials,0.715,0.0439985669057558
2018,Denmark,J01A,Tetracyclines,1.443,0.0927627341139381
2018,Denmark,J01B,Amphenicols,0.0,0.0
2018,Denmark,J01C,"Beta-lactam antibacterials, penicillins",10.228,0.6574665101514195
2018,Denmark,J01D,Other beta-lactam antibacterials,0.285,0.0182608550309666
2018,Denmark,J01E,Sulfonamides and trimethoprim,0.79,0.0507231544422344
2018,Denmark,J01F,"Macrolides, lincosamides and streptogramins",1.607,0.1032846987488637
2018,Denmark,J01G,Aminoglycoside antibacterials,0.054,0.0034611641185795
2018,Denmark,J01M,Quinolone antibacterials,0.547,0.0351200800233487
2018,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2018,Denmark,J01X,Other antibacterials,0.606,0.0389208033706492
2019,Denmark,J01A,Tetracyclines,1.538,0.1004975284353781
2019,Denmark,J01B,Amphenicols,0.0,0.0
2019,Denmark,J01C,"Beta-lactam antibacterials, penicillins",9.926,0.6486598704358209
2019,Denmark,J01D,Other beta-lactam antibacterials,0.263,0.0171873637737655
2019,Denmark,J01E,Sulfonamides and trimethoprim,0.712,0.0464953086870951
2019,Denmark,J01F,"Macrolides, lincosamides and streptogramins",1.577,0.1030551667967903
2019,Denmark,J01G,Aminoglycoside antibacterials,0.061,0.0039752735046991
2019,Denmark,J01M,Quinolone antibacterials,0.493,0.0321780499023778
2019,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2019,Denmark,J01X,Other antibacterials,0.734,0.0479514384640732
2020,Denmark,J01A,Tetracyclines,1.739,0.1219220400559997
2020,Denmark,J01B,Amphenicols,0.0,0.0
2020,Denmark,J01C,"Beta-lactam antibacterials, penicillins",9.054,0.6348468194422677
2020,Denmark,J01D,Other beta-lactam antibacterials,0.241,0.0168337156755396
2020,Denmark,J01E,Sulfonamides and trimethoprim,0.673,0.0471843590657877
2020,Denmark,J01F,"Macrolides, lincosamides and streptogramins",1.314,0.092110637668263
2020,Denmark,J01G,Aminoglycoside antibacterials,0.046,0.0032123757563135
2020,Denmark,J01M,Quinolone antibacterials,0.438,0.0306902460138063
2020,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2020,Denmark,J01X,Other antibacterials,0.759,0.0531998063220222
2021,Denmark,J01A,Tetracyclines,1.693,0.1174868873345125
2021,Denmark,J01B,Amphenicols,0.0,0.0
2021,Denmark,J01C,"Beta-lactam antibacterials, penicillins",9.291,0.644715658785963
2021,Denmark,J01D,Other beta-lactam antibacterials,0.231,0.0160190307748348
2021,Denmark,J01E,Sulfonamides and trimethoprim,0.656,0.0455082237427639
2021,Denmark,J01F,"Macrolides, lincosamides and streptogramins",1.267,0.0878598032758398
2021,Denmark,J01G,Aminoglycoside antibacterials,0.051,0.0034948833522566
2021,Denmark,J01M,Quinolone antibacterials,0.417,0.0289166014280575
2021,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2021,Denmark,J01X,Other antibacterials,0.807,0.0559989113057717
2022,Denmark,J01A,Tetracyclines,1.751,0.115522296805525
2022,Denmark,J01B,Amphenicols,0.0,0.0
2022,Denmark,J01C,"Beta-lactam antibacterials, penicillins",9.911,0.6540573161257008
2022,Denmark,J01D,Other beta-lactam antibacterials,0.232,0.0152856685398582
2022,Denmark,J01E,Sulfonamides and trimethoprim,0.63,0.0415700569877209
2022,Denmark,J01F,"Macrolides, lincosamides and streptogramins",1.32,0.0870739747450441
2022,Denmark,J01G,Aminoglycoside antibacterials,0.048,0.0031666371436815
2022,Denmark,J01M,Quinolone antibacterials,0.442,0.0291164170940459
2022,Denmark,J01R,Combinations of antibacterials,0.0,0.0
2022,Denmark,J01X,Other antibacterials,0.822,0.0542076325584231
